period_type,universe,investor,code,name,sell_volume,buy_volume,net_volume,sell_value,buy_value,net_value,source
weekly,KOSPI200,foreign,307950,현대오토에버,42895,54215,11320,15811430000,20022611250,4211181250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,204320,HL만도,471242,556968,85726,22810536775,26984020625,4173483850,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,036570,NC,124460,143537,19077,25649668250,29502713250,3853045000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,010130,고려아연,37572,40656,3084,42566850000,46125028500,3558178500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,443060,HD현대마린솔루션,494695,509176,14481,118984704038,122392397288,3407693250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,011780,금호석유화학,222089,248296,26207,26935502600,30175203000,3239700400,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,064350,현대로템,803098,825529,22431,98072243550,101081349600,3009106050,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,004370,농심,114223,121541,7318,45240804750,48206635000,2965830250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,298020,효성티앤씨,20177,28958,8781,6577447750,9418459750,2841012000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,071970,HD현대마린엔진,352046,404521,52475,17875232875,20680265725,2805032850,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,016360,삼성증권,750918,779038,28120,64537591050,67098395400,2560804350,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,073240,금호타이어,1697601,2032462,334861,12047036700,14479850990,2432814290,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,009830,한화솔루션,2056108,2140428,84320,58795131750,61222317325,2427185575,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,012330,현대모비스,725365,727392,2027,279500799180,281502428180,2001629000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,047810,한국항공우주,1248954,1259311,10357,161840073700,163684513300,1844439600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,192080,더블유게임즈,111618,137272,25654,6487287550,7981195950,1493908400,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,103140,풍산,175800,185541,9741,13662859850,14492378900,829519050,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,003030,세아제강지주,21524,28984,7460,2278781750,3069333800,790552050,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,017960,한국카본,287511,301734,14223,6100210375,6432433150,332222775,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,005850,에스엘,134462,136911,2449,6767726200,6909770425,142044225,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,007070,GS리테일,1022850,1026661,3811,24335616200,24433507725,97891525,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,036460,한국가스공사,385377,385367,-10,13828592500,13866287125,37694625,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,008730,율촌화학,284317,285256,939,4287765945,4302064600,14298655,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,002840,미원상사,3912,3873,-39,522534500,515921500,-6613000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,137310,에스디바이오센서,236793,219568,-17225,1438286640,1342990690,-95295950,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,003240,태광산업,1559,1452,-107,1414354500,1316756000,-97598500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,268280,미원에스씨,1807,978,-829,240588700,129390000,-111198700,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,026960,동서,95698,90500,-5198,2445489600,2315129575,-130360025,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,282330,BGF리테일,260565,259510,-1055,36503137000,36343258650,-159878350,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,005420,코스모화학,147921,130811,-17110,1546552665,1371858010,-174694655,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,007700,F&F홀딩스,22435,7178,-15257,307172265,98336590,-208835675,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,014820,동원시스템즈,46601,34975,-11626,993246775,743415700,-249831075,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,300720,한일시멘트,119115,97524,-21591,1939304380,1593592515,-345711865,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,002030,아세아,5170,3368,-1802,1111601250,724165000,-387436250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,006040,동원산업,79545,67600,-11945,2910399925,2475229750,-435170175,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,009970,영원무역홀딩스,31344,28423,-2921,5247275400,4758170950,-489104450,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,030200,KT,89997,80740,-9257,4788262307,4297007357,-491254950,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,069260,TKG휴켐스,95595,64589,-31006,1557226310,1054007310,-503219000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,071320,지역난방공사,20153,13041,-7112,1499558100,974119900,-525438200,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,207940,삼성바이오로직스,88478,88082,-396,124219188500,123664517500,-554671000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,285130,SK케미칼,116755,105940,-10815,6157785200,5572427900,-585357300,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,009240,한샘,53570,37497,-16073,2101620275,1470141575,-631478700,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,069620,대웅제약,32558,26579,-5979,3583549050,2930922700,-652626350,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,001680,대상,153063,115526,-37537,2758809115,2091375160,-667433955,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,011210,현대위아,166403,153102,-13301,9165445200,8475071450,-690373750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,002790,아모레퍼시픽홀딩스,742513,710880,-31633,19380433125,18558807950,-821625175,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,180640,한진칼,149894,143644,-6250,20761090600,19867218200,-893872400,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,302440,SK바이오사이언스,142554,113771,-28783,5148239500,4162787375,-985452125,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,004000,롯데정밀화학,150238,124321,-25917,6768147075,5606699650,-1161447425,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,298050,HS효성첨단소재,21967,14884,-7083,3670960200,2503374300,-1167585900,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,000080,하이트진로,204499,123456,-81043,3071747705,1860702470,-1211045235,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,003090,대웅,175863,97782,-78081,2804577195,1564117675,-1240459520,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,017670,SK텔레콤,2162830,2147646,-15184,192232139300,190966398700,-1265740600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,457190,이수스페셜티케미컬,132689,112398,-20291,8537227400,7255915100,-1281312300,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,111770,영원무역,210798,191284,-19514,15191758400,13788588750,-1403169650,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,007310,오뚜기,9678,5244,-4434,3097730500,1677185250,-1420545250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,454910,두산로보틱스,261214,239329,-21885,18049702350,16591305200,-1458397150,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,086280,현대글로비스,418958,411519,-7439,85295731350,83810504600,-1485226750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,000240,한국앤컴퍼니,185768,111711,-74057,4536946700,2732856100,-1804090600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,001800,오리온홀딩스,194904,119689,-75215,4764578100,2925770700,-1838807400,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,139130,iM금융지주,1618329,1514460,-103869,29466386235,27615033315,-1851352920,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,259960,크래프톤,235998,225201,-10797,48754594750,46616020750,-2138574000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,000120,CJ대한통운,257025,226361,-30664,18203441950,16049496950,-2153945000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,007340,DN오토모티브,201646,157687,-43959,9645488725,7484090650,-2161398075,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,022100,포스코DX,532071,426586,-105485,11335333325,9118572775,-2216760550,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,361610,SK아이이테크놀로지,1179686,1035844,-143842,18783886190,16529615095,-2254271095,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,005300,롯데칠성,39423,13987,-25436,3757404800,1331813800,-2425591000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,185750,종근당,65817,26786,-39031,4276127900,1749725900,-2526402000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,011200,HMM,2283833,2148813,-135020,47480680200,44935091225,-2545588975,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,450080,에코프로머티,412134,337433,-74701,14471858925,11866857575,-2605001350,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,081660,미스토홀딩스,921539,853341,-68198,35270261400,32649910200,-2620351200,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,034230,파라다이스,686274,339408,-346866,6708535505,3327346665,-3381188840,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,006280,녹십자,150140,120478,-29662,18416675950,14788408500,-3628267450,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,005940,NH투자증권,1123725,980317,-143408,28905228600,25275026975,-3630201625,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,139480,이마트,273970,223431,-50539,20256702650,16568307000,-3688395650,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,004990,롯데지주,807553,647964,-159589,19964382550,15992409200,-3971973350,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,001430,세아베스틸지주,386993,294226,-92767,17158756450,12985874425,-4172882025,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,088350,한화생명,5175570,4371201,-804369,30837969485,26280284700,-4557684785,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,018880,한온시스템,4823472,3321176,-1502296,16385163047,11338505656,-5046657391,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,112610,씨에스윈드,658975,562587,-96388,34418355350,29231669650,-5186685700,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,008930,한미사이언스,751683,645535,-106148,37079156000,31733601625,-5345554375,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,278470,에이피알,579485,566820,-12665,209726928500,204352856250,-5374072250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,003230,삼양식품,96294,92073,-4221,124264323500,118841945500,-5422378000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,035250,강원랜드,749153,373893,-375260,10864708300,5439496405,-5425211895,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,271560,오리온,649867,599790,-50077,73309730250,67854002650,-5455727600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,005380,현대차,1057310,1040023,-17287,386101606500,380510169750,-5591436750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,011790,SKC,188462,123586,-64876,16397950050,10757151600,-5640798450,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,326030,SK바이오팜,327891,253746,-74145,25687841000,19889895400,-5797945600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,047040,대우건설,6160879,5848249,-312630,116507111970,110674726095,-5832385875,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,000210,DL,178803,72075,-106728,9745476950,3906994650,-5838482300,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,000670,영풍,488564,367151,-121413,23772509175,17864585075,-5907924100,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,012750,에스원,235806,163682,-72124,19762610300,13674454850,-6088155450,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,006800,미래에셋증권,1550273,1354964,-195309,49613909100,43458949275,-6154959825,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,017800,현대엘리베이터,246418,160069,-86349,18095070850,11766055400,-6329015450,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,377300,카카오페이,686399,535771,-150628,28822470225,22416023725,-6406446500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,001040,CJ,410306,359691,-50615,53452876800,46839995600,-6612881200,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,014680,한솔케미칼,201182,170412,-30770,42781049600,36050703850,-6730345750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,161390,한국타이어앤테크놀로지,1110951,996006,-114945,66163831300,59407004700,-6756826600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,029780,삼성카드,289655,131138,-158517,12899860025,5849922500,-7049937525,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,051600,한전KPS,671343,521273,-150070,31472543325,24394926550,-7077616775,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,241560,두산밥캣,678451,556647,-121804,40528543720,33358333370,-7170210350,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,003550,LG,964297,897256,-67041,108850086948,101248916748,-7601170200,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,066970,엘앤에프,688318,617925,-70393,77422458700,69704745700,-7717713000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,008770,호텔신라,843026,649953,-193073,34389442575,26520434075,-7869008500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,120110,코오롱인더,317512,176026,-141486,17773328900,9837558550,-7935770350,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,373220,LG에너지솔루션,496529,473089,-23440,180710268750,172089536250,-8620732500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,097950,CJ제일제당,179349,130448,-48901,31653642100,23031338050,-8622304050,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,006650,대한유화,168791,84103,-84688,17080892850,8435560400,-8645332450,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,006260,LS,182403,155579,-26824,57292509000,48582375750,-8710133250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,009540,HD한국조선해양,465058,437101,-27957,159037772977,149756939727,-9280833250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,000810,삼성화재,346547,332004,-14543,228412131500,219076835500,-9335296000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,352820,하이브,304054,240373,-63681,51426744850,41052290800,-10374454050,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,483650,달바글로벌,489444,433951,-55493,84679452150,74263811000,-10415641150,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,034730,SK,441097,420317,-20780,241845911000,231062873000,-10783038000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,0126Z0,삼성에피스홀딩스,95036,62145,-32891,31414791500,20587358750,-10827432750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,051900,LG생활건강,211765,175705,-36060,63234236750,52300057250,-10934179500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,375500,DL이앤씨,917019,788962,-128057,80092236600,68830828600,-11261408000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,093370,후성,7646892,6844463,-802429,111348278830,99936377150,-11411901680,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,161890,한국콜마,555970,476797,-79173,81549204550,69903839300,-11645365250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,000100,유한양행,778509,620541,-157968,60068300600,47935852300,-12132448300,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,028670,팬오션,6412299,4330826,-2081473,37358689715,25210526865,-12148162850,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,028260,삼성물산,828995,794046,-34949,292390136530,280114070530,-12276066000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,267270,HD건설기계,462504,368293,-94211,64351530450,51197373350,-13154157100,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,323410,카카오뱅크,3207645,2552490,-655155,66506702575,52999498150,-13507204425,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,005490,POSCO홀딩스,494919,449681,-45238,161305940750,146565650000,-14740290750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,005830,DB손해보험,941182,863835,-77347,178246339709,163277680509,-14968659200,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,272210,한화시스템,1487533,1281038,-206495,112050038950,96656821250,-15393217700,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,175330,JB금융지주,1959506,1470207,-489299,62754886375,46933111775,-15821774600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,192820,코스맥스,208687,152044,-56643,57953445750,41990037500,-15963408250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,006400,삼성SDI,573499,543642,-29857,311081252000,294980868500,-16100383500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,009150,삼성전기,977761,960383,-17378,1333748086500,1316780247000,-16967839500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,035720,카카오,2976641,2448164,-528477,100540481350,82944174025,-17596307325,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,028050,삼성E&A,4277907,3904629,-373278,220523337307,202192562982,-18330774325,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,000270,기아,1767180,1608241,-158939,215187376650,195839869050,-19347507600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,021240,코웨이,1133669,948183,-185486,117105815635,97693623335,-19412192300,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,030000,제일기획,3162580,2022507,-1140073,55544275005,35482896985,-20061378020,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,000720,현대건설,1111429,949032,-162397,140381198200,119680274100,-20700924100,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,042660,한화오션,1129720,874916,-254804,93893240450,73147568750,-20745671700,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,011170,롯데케미칼,617604,279635,-337969,39875419800,18120515200,-21754904600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,068270,셀트리온,1082180,955549,-126631,193816785050,171210470100,-22606314950,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,032640,LG유플러스,4068309,2424624,-1643685,58590058665,34887622140,-23702436525,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,004020,현대제철,2172087,1440960,-731127,75736086100,50880747275,-24855338825,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,003670,포스코퓨처엠,457343,322007,-135336,84839786500,59694107350,-25145679150,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,138930,BNK금융지주,6121756,4543378,-1578378,97390610315,72129599340,-25261010975,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,329180,HD현대중공업,545217,488800,-56417,252607638750,226362858750,-26244780000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,034220,LG디스플레이,9097046,5973690,-3123356,77687396550,51143893650,-26543502900,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,069960,현대백화점,416781,146503,-270278,41444756450,14535658600,-26909097850,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,090430,아모레퍼시픽,628589,442222,-186367,91187733760,64136110910,-27051622850,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,012450,한화에어로스페이스,597790,571439,-26351,650193428440,622373596940,-27819831500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,138040,메리츠금융지주,714515,495703,-218812,91081040000,63088855700,-27992184300,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,024110,기업은행,3095719,1512390,-1583329,62984107600,30903317300,-32080790300,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,086790,하나금융지주,2505137,2264249,-240888,341565218700,309207954850,-32357263850,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,032830,삼성생명,1166150,1050524,-115626,336608654250,303153568250,-33455086000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,047050,포스코인터내셔널,1400908,717754,-683154,79284754950,40697499000,-38587255950,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,023530,롯데쇼핑,608380,282312,-326068,71542164250,32898819200,-38643345050,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,051910,LG화학,490378,331489,-158889,132296601250,89315201000,-42981400250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,082740,한화엔진,2019153,1164819,-854334,102841197050,59828671325,-43012525725,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,052690,한전기술,1153423,833501,-319922,159835845850,115387416300,-44448429550,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,010140,삼성중공업,8417819,6238192,-2179627,177006919750,132410605950,-44596313800,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,267250,HD현대,643824,438936,-204888,141697808367,96146969617,-45550838750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,007660,이수페타시스,1734534,1247249,-487285,181491637350,131518737450,-49972899900,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,267260,HD현대일렉트릭,321087,249876,-71211,229322938632,178947634132,-50375304500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,055550,신한지주,3378213,2914226,-463987,378228918786,326011450636,-52217468150,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,015760,한국전력,2777154,1079187,-1697967,86535508700,33635707875,-52899800825,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,035420,NAVER,1388830,1039583,-349247,277593785000,209130790750,-68462994250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,128940,한미약품,289963,154058,-135905,145994910750,77192566000,-68802344750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,000990,DB하이텍,1904970,1067515,-837455,227798138200,127247636400,-100550501800,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,105560,KB금융,3495275,2841665,-653610,619472778052,504427789452,-115044988600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,034020,두산에너빌리티,4577958,2254509,-2323449,392878024950,193147417750,-199730607200,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,000150,두산,296857,131668,-165189,413723065000,181237619000,-232485446000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,251270,넷마블,11397686,249749,-11147937,382522134935,8682905175,-373839229760,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,005930,삼성전자,28293023,17977138,-10315885,7197350401689,4591674470189,-2605675931500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,foreign,000660,SK하이닉스,7387500,5349037,-2038463,12998148726550,9574476037550,-3423672689000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,005930,삼성전자,25365101,25830178,465077,6398127849500,6549862009750,151734160250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,128940,한미약품,102501,349671,247170,51084906750,175960052500,124875145750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,105560,KB금융,1307157,1946370,639213,232443695050,345690742050,113247047000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,009150,삼성전기,697393,761766,64373,944351078500,1041210651000,96859572500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,000150,두산,134393,198278,63885,184061143500,276779190500,92718047000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,373220,LG에너지솔루션,389002,596631,207629,140787234000,217189651250,76402417250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,028050,삼성E&A,811380,2038774,1227394,41693542650,105874981500,64181438850,KRX MDCSTAT02401_OUT
