universe,code,name,score,stage,strong_reason,pullback_quality,current_close,ma60,slope20_pct,distance_pct,distance_change_3d,pullback_from_high_pct,cross_date,last_cross_date,days_since_cross,held3,turnover_ratio,weekly_return_pct,today_return_pct,foreign_week_eok,institution_week_eok,foreign_recent2_eok,institution_recent2_eok,foreign_week_value,institution_week_value,foreign_recent2_value,institution_recent2_value
KOSPI200,175330,JB금융지주,50,돌파 후 눌림목,,건강한 눌림,31350.0,28107.5,6.47,11.54,-7.25,-4.86,,,,Y,1.01,0.0,0.97,-12.1,16.9,-23.5,27.2,-1209547825,1685638950,-2350761725,2720474325
KOSDAQ150,358570,지아이이노베이션,50,신규 돌파 유지,,,9360.0,8334.67,-13.98,12.3,5.42,-0.95,,2026-09-15,4,Y,1.04,0.0,-0.95,-0.3,-1.6,1.0,0.1,-33482590,-156686400,96848280,5954325
KOSDAQ150,225570,넥슨게임즈,50,돌파 후 눌림목,,건강한 눌림,10860.0,9660.17,6.18,12.42,-8.95,-7.1,,,,Y,0.62,0.0,-2.86,-6.6,7.3,-14.5,14.7,-655045435,725982180,-1450980575,1467953310
KOSPI200,093370,후성,50,돌파 후 눌림목,,매도압력 확인,13960.0,12336.83,-5.77,13.16,-3.46,-4.64,,,,Y,1.73,0.0,-4.19,-16.8,-22.9,9.8,-44.0,-1677780935,-2294651215,980650865,-4396764620
KOSPI200,000670,영풍,50,돌파 후 눌림목,,매도압력 확인,44050.0,38674.17,-3.94,13.9,-8.63,-11.81,,,,Y,2.09,0.0,-8.04,-5.7,-5.8,-12.7,-1.2,-574210600,-575938050,-1268828025,-118235400
KOSDAQ150,251970,펌텍코리아,50,돌파 후 눌림목,,건강한 눌림,59800.0,50150.0,17.46,19.24,-5.86,-4.17,,,,Y,0.98,0.0,-3.08,3.5,-4.5,-13.9,16.7,348736500,-448006850,-1390986500,1668213450
KOSPI200,052690,한전기술,50,돌파 후 눌림목,,추가 확인,131300.0,107373.33,0.65,22.28,-4.43,-13.62,,,,Y,0.95,0.0,-2.45,6.6,-59.0,-191.8,-97.7,659316600,-5904642800,-19180560450,-9771134750
KOSPI200,375500,DL이앤씨,50,돌파 후 눌림목,,추가 확인,85400.0,69493.33,2.96,22.89,-3.98,-3.5,,,,Y,1.17,0.0,-1.61,-55.1,79.6,-84.5,185.3,-5509909650,7958314200,-8452830650,18531108600
KOSDAQ150,108490,로보티즈,50,돌파 후 눌림목,,추가 확인,308000.0,245301.67,-2.75,25.56,-2.42,-6.53,,,,Y,0.86,0.0,0.16,44.3,-71.7,66.2,-294.5,4433714250,-7169804750,6619078000,-29447355000
KOSPI200,000210,DL,48.6,돌파 후 눌림목,,매도압력 확인,52400.0,48910.0,1.7,7.14,-6.29,-6.43,,,,Y,0.92,0.0,-4.55,-6.2,-1.9,-23.0,16.2,-615562250,-186631650,-2304491450,1618008200
KOSDAQ150,293490,카카오게임즈,48.4,돌파 후 눌림목,,매도압력 확인,9000.0,8395.33,0.11,7.2,-7.98,-8.91,,,,Y,0.51,0.0,-3.12,-1.6,-4.0,-4.5,-9.7,-164532205,-399097355,-450496375,-969167765
KOSPI200,086280,현대글로비스,47.8,60일선 위 추세,,,204000.0,199240.0,-0.84,2.39,1.08,-2.16,,,,Y,0.85,0.0,0.0,-21.1,4.7,-25.2,-9.1,-2113004350,465108000,-2516110350,-909677000
KOSPI200,003230,삼양식품,47.7,60일선 위 추세,,,1281000.0,1250566.67,6.82,2.43,0.64,-1.16,,,,Y,0.65,0.0,-1.16,-71.5,8.8,-65.1,71.1,-7148765500,884519500,-6507269000,7105837000
KOSPI200,018260,삼성에스디에스,47.5,60일선 위 추세,,,225000.0,216005.0,-1.94,4.16,3.23,-2.17,,,,Y,0.67,0.0,2.27,27.2,57.2,81.7,54.3,2721311250,5720600000,8171130500,5433473250
KOSPI200,069260,TKG휴켐스,46.7,60일선 위 추세,,,16240.0,15805.0,0.61,2.75,-0.63,-2.23,,,,Y,0.91,0.0,0.19,-0.3,0.9,-4.6,2.1,-34714220,88540740,-460924095,207803220
KOSDAQ150,007390,네이처셀,46.1,60일선 위 추세,,,25000.0,23893.33,-6.6,4.63,0.71,-1.96,,,,Y,0.55,0.0,1.21,11.2,1.8,10.7,2.5,1122196050,175795900,1069746750,251236600
KOSPI200,268280,미원에스씨,45,돌파 후 눌림목,,매도압력 확인,133200.0,121531.67,9.78,9.6,-2.86,-1.33,,,,Y,0.85,0.0,0.23,-0.1,-0.2,-0.2,-0.3,-7074900,-18954800,-22556000,-30455800
KOSPI200,003670,포스코퓨처엠,45,돌파 후 눌림목,,매도압력 확인,179400.0,163145.0,-3.79,9.96,-5.95,-7.05,,,,Y,0.82,0.0,-2.13,-79.3,-48.5,-120.8,-26.9,-7931039550,-4846966950,-12076770800,-2692891450
KOSPI200,006400,삼성SDI,45,돌파 후 눌림목,,매도압력 확인,536000.0,480266.67,-0.34,11.6,-2.81,-6.62,,,,Y,0.7,0.0,-1.11,-332.6,-231.8,-662.5,-135.7,-33260033000,-23175179500,-66246599500,-13570247500
KOSDAQ150,083650,비에이치아이,45,돌파 후 눌림목,,매도압력 확인,62200.0,54346.67,-0.81,14.45,-3.08,-9.06,,,,Y,0.74,0.0,-2.96,-54.1,-64.3,-61.2,-86.8,-5413506750,-6425904400,-6118577500,-8681223050
KOSDAQ150,035760,CJ ENM,45,돌파 후 눌림목,,매도압력 확인,38450.0,32896.67,-2.39,16.88,-1.23,-0.26,,,,Y,1.13,0.0,5.05,-0.3,-1.4,-5.5,-6.6,-31680250,-144663925,-553881150,-658753775
KOSPI200,017800,현대엘리베이터,44.6,60일선 위 추세,,,74200.0,71720.0,-1.34,3.46,1.48,-1.98,,,,Y,0.83,0.0,0.41,-4.6,6.8,-19.1,12.6,-458313600,680924900,-1905512000,1259875700
KOSPI200,028670,팬오션,43.9,60일선 위 추세,,,5810.0,5513.33,4.75,5.38,-0.7,-4.44,,,,Y,0.66,0.0,0.69,7.1,5.8,-9.1,-15.1,711428945,579489165,-913002815,-1514515275
KOSPI200,105560,KB금융,42.6,60일선 위 추세,,,177900.0,170856.67,3.2,4.12,-0.25,-1.82,,,,Y,0.87,0.0,1.25,-86.7,252.3,-234.3,288.0,-8673552300,25229593550,-23427173100,28797365400
KOSPI200,003240,태광산업,41.4,60일선 위 추세,,,910000.0,884650.0,0.56,2.87,-0.08,-1.62,,,,Y,0.71,0.0,0.66,-0.8,-1.2,-1.7,-4.8,-80513000,-120798000,-172499500,-480242500
KOSPI200,361610,SK아이이테크놀로지,41.4,60일선 위 추세,,,16250.0,15301.83,-3.42,6.2,2.36,-8.55,,,,Y,0.4,0.0,2.2,6.9,10.2,-6.8,18.1,692319765,1023928120,-677488840,1806773165
KOSPI200,009240,한샘,41.2,60일선 위 추세,,,39350.0,37618.33,6.36,4.6,-0.35,0.0,,,,Y,0.57,0.0,0.64,-1.9,4.6,-4.0,9.1,-186605250,463850950,-396408450,905056000
KOSPI200,066570,LG전자,40.6,60일선 위 추세,,,203000.0,190641.67,-8.41,6.48,1.86,-1.69,,,,Y,0.78,0.0,2.16,181.3,159.0,25.9,218.1,18131563250,15900810800,2586260650,21808195300
KOSPI200,002380,KCC,39.5,60일선 위 추세,,,467500.0,451641.67,-3.44,3.51,0.57,-7.06,,,,Y,0.96,0.0,0.32,-0.2,-9.4,13.9,-30.0,-16181000,-938781000,1389176750,-3000448750
KOSPI200,014820,동원시스템즈,38.9,60일선 위 추세,,,21500.0,20733.5,2.0,3.7,0.52,-0.69,,,,Y,0.67,0.0,0.7,-0.7,-0.1,-2.0,0.2,-72068875,-6568600,-197544925,19956350
KOSPI200,002840,미원상사,38.8,60일선 위 추세,,,136000.0,127006.67,4.05,7.08,-0.01,0.0,,,,Y,0.66,0.0,0.89,0.0,0.4,-0.3,0.7,840900,35929400,-31164900,70431000
KOSDAQ150,032190,다우데이타,36.7,60일선 위 추세,,,19970.0,19124.0,1.58,4.42,0.67,-2.35,,,,Y,0.65,0.0,-1.14,-0.8,-0.7,0.5,-0.5,-82621110,-66331390,49527540,-51443590
KOSPI200,082740,한화엔진,36.2,60일선 위 추세,,,50500.0,46783.33,-5.92,7.94,5.11,-6.13,,,,Y,1.25,0.0,-2.13,-64.5,5.9,-213.6,-8.1,-6452247975,587880825,-21361398275,-807027275
KOSPI200,055550,신한지주,35.8,60일선 위 추세,,,113200.0,106398.33,4.04,6.39,-0.28,-1.57,,,,Y,0.94,0.0,1.89,-61.9,158.7,-220.3,260.7,-6191493000,15867780500,-22034004850,26072883400
KOSPI200,267270,HD건설기계,35.1,60일선 위 추세,,,137600.0,131110.0,-1.14,4.95,1.9,-3.78,,,,Y,1.01,0.0,-1.99,-44.2,-36.0,-124.8,-0.9,-4420472450,-3596558850,-12478953300,-87250000
KOSPI200,103140,풍산,33.3,60일선 위 추세,,,78500.0,73198.33,3.29,7.24,1.58,-1.75,,,,Y,0.59,0.0,-1.51,-18.9,11.4,0.8,12.6,-1885535200,1143994700,82232950,1259298450
KOSPI200,300720,한일시멘트,31.1,60일선 위 추세,,,16270.0,15067.67,5.55,7.98,0.74,-3.44,,,,Y,0.58,0.0,-0.18,-0.6,0.8,-5.5,6.5,-61660035,77878330,-552415385,647807625
KOSDAQ150,009520,포스코엠텍,27.4,60일선 위 추세,,,12670.0,11780.83,-5.13,7.55,1.21,-2.84,,,,Y,0.41,0.0,-0.39,-2.7,-1.5,-1.5,-1.4,-270320580,-151374450,-150757965,-144406535
KOSDAQ150,053800,안랩,25,과열·추격 주의,,,68800.0,56893.33,1.44,20.93,6.96,0.0,,,,Y,2.43,0.0,2.23,12.1,17.8,26.3,27.2,1206861350,1781915800,2631133550,2720448150
KOSDAQ150,352480,씨앤씨인터내셔널,20.8,과열·추격 주의,,,22250.0,20590.17,3.35,8.06,1.28,-0.67,,,,Y,0.71,0.0,1.14,0.2,0.9,-0.1,1.9,24374625,93926100,-12430825,187848500
KOSDAQ150,060370,LS마린솔루션,20,과열·추격 주의,,,32900.0,29825.83,2.6,10.31,1.92,-2.23,,,,Y,1.78,0.0,-2.23,-22.8,5.0,22.0,-0.6,-2276901600,503945125,2203665925,-58593050
KOSDAQ150,121600,나노신소재,20,과열·추격 주의,,,52000.0,46709.17,-6.12,11.33,3.0,-2.26,,,,Y,1.34,0.0,-2.26,-17.8,11.0,-28.9,32.6,-1782823900,1096369000,-2887023800,3260397850
KOSPI200,010950,S-Oil,20,과열·추격 주의,,,153900.0,138163.33,11.18,11.39,5.55,-7.23,,,,Y,0.71,0.0,2.81,38.4,40.9,30.6,74.7,3837143150,4090978850,3061601250,7474283050
KOSPI200,028050,삼성E&A,20,과열·추격 주의,,,52200.0,46752.5,0.14,11.65,3.36,0.0,,,,Y,1.35,0.0,0.19,-90.9,100.7,-99.3,457.5,-9091975500,10065155500,-9926303100,45750688300
KOSDAQ150,058610,에스피지,20,과열·추격 주의,,,100500.0,89160.0,-1.34,12.72,2.06,-5.63,,,,Y,1.43,0.0,1.41,26.6,-40.3,44.5,-52.7,2662659150,-4028085800,4453780450,-5267843600
KOSPI200,001450,현대해상,20,과열·추격 주의,,,48800.0,43248.33,11.73,12.84,-0.8,-4.87,,,,Y,1.05,0.0,0.83,11.4,0.1,9.0,0.6,1136877925,7014175,898589650,61844325
KOSDAQ150,096530,씨젠,20,과열·추격 주의,,,34100.0,30013.33,4.0,13.62,5.04,0.0,,,,Y,0.71,0.0,0.59,20.7,2.4,28.5,7.2,2068588225,243968250,2852858800,717821425
KOSPI200,001430,세아베스틸지주,20,과열·추격 주의,,,44000.0,38043.33,-2.72,15.66,0.51,-4.24,,,,Y,1.64,0.0,-2.55,-10.8,8.6,-23.9,21.0,-1083976900,860176425,-2393170550,2096162250
KOSDAQ150,025980,아난티,20,과열·추격 주의,,,5240.0,4407.08,3.99,18.9,2.54,-2.42,,,,Y,0.31,0.0,1.55,4.8,0.5,-2.1,0.7,483552125,47309285,-214012390,73382800
KOSPI200,004020,현대제철,20,과열·추격 주의,,,35400.0,29064.17,-2.07,21.8,0.18,-1.26,,,,Y,1.38,0.0,-1.26,-114.3,12.4,-141.0,72.3,-11427366250,1235867175,-14100658650,7225653850
KOSDAQ150,056190,에스에프에이,20,과열·추격 주의,,,28800.0,23000.33,-0.85,25.22,1.39,0.0,,,,Y,1.9,0.0,2.31,-9.2,5.4,-21.3,25.0,-922074500,537738850,-2128428350,2495386400
KOSDAQ150,295310,에이치브이엠,20,과열·추격 주의,,,60200.0,47581.67,-20.89,26.52,12.4,-2.43,,,,Y,2.2,0.0,-0.33,-17.0,9.2,-48.9,18.1,-1699945800,919154200,-4888169400,1805218650
KOSDAQ150,030530,원익홀딩스,20,과열·추격 주의,,,27000.0,19598.0,-6.11,37.77,8.09,0.0,,,,Y,1.45,0.0,2.66,-34.2,3.3,-21.6,6.7,-3420943775,326254375,-2161416850,673581100
KOSPI200,138040,메리츠금융지주,15.6,과열·추격 주의,,,129700.0,119935.0,5.88,8.14,2.18,-1.74,,,,Y,0.77,0.0,2.37,-9.6,41.0,-50.1,74.8,-960965650,4104565850,-5013857950,7481772000
KOSPI200,042700,한미반도체,15.2,과열·추격 주의,,,239000.0,220720.0,-9.08,8.28,6.42,-5.53,,,,Y,0.7,0.0,1.7,0.7,-33.7,335.6,122.0,67023750,-3369869750,33558569000,12203927500
KOSDAQ150,323280,태성,15,과열·추격 주의,,,45800.0,42078.33,-3.48,8.84,2.22,-8.12,,,,Y,0.53,0.0,1.22,3.4,-1.3,-4.8,-1.9,335063850,-128619350,-476990800,-191567750
KOSPI200,047050,포스코인터내셔널,15,과열·추격 주의,,,58300.0,53090.0,-1.49,9.81,5.23,0.0,,,,Y,0.25,0.0,2.1,-166.8,108.7,-265.2,156.8,-16678794700,10866837700,-26522936150,15684798850
KOSPI200,012750,에스원,15,과열·추격 주의,,,84500.0,76430.0,3.94,10.56,0.36,-0.94,,,,Y,0.75,0.0,1.32,-4.9,6.3,-14.5,14.9,-486143500,625290300,-1451488050,1493651850
KOSPI200,316140,우리금융지주,15,과열·추격 주의,,,36450.0,32720.83,4.46,11.4,-0.76,-0.95,,,,Y,0.76,0.0,0.83,-24.6,102.1,-89.4,215.2,-2459022850,10210652700,-8937675825,21517442900
KOSPI200,180640,한진칼,15,과열·추격 주의,,,139100.0,124500.0,5.74,11.73,0.59,-6.27,,,,Y,0.62,0.0,-0.07,-16.9,11.6,-51.2,29.8,-1693507500,1160620000,-5121153400,2981737200
KOSPI200,005830,DB손해보험,15,과열·추격 주의,,,189300.0,169221.67,9.85,11.87,-0.4,-2.32,,,,Y,0.88,0.0,0.42,-38.1,31.1,-3.8,-25.8,-3811207450,3112598100,-384578250,-2579821950
KOSPI200,000720,현대건설,15,과열·추격 주의,,,126300.0,112325.0,-1.79,12.44,1.45,-6.38,,,,Y,0.59,0.0,0.56,-43.9,14.4,-104.5,-9.8,-4386377000,1435881500,-10447005150,-975013050
KOSPI200,002030,아세아,15,과열·추격 주의,,,218000.0,193525.0,5.06,12.65,2.04,-3.75,,,,Y,0.51,0.0,0.0,-1.1,0.9,-1.9,1.8,-105970000,91644000,-186219000,183798500
KOSPI200,007340,DN오토모티브,15,과열·추격 주의,,,49050.0,43465.0,4.22,12.85,5.63,-1.11,,,,Y,0.97,0.0,-1.11,-24.6,23.1,-39.2,43.4,-2459799700,2309376575,-3915334850,4342675825
KOSPI200,078930,GS,15,과열·추격 주의,,,113600.0,99966.67,19.36,13.64,-0.59,-8.76,,,,Y,0.64,0.0,-0.35,45.9,-25.9,27.1,-15.9,4587820900,-2587227200,2706182550,-1588424250
KOSDAQ150,078340,컴투스,15,과열·추격 주의,,,34200.0,30090.83,10.04,13.66,-0.46,-2.29,,,,Y,0.34,0.0,2.24,-1.2,1.4,-1.2,1.4,-120329175,144358300,-123529825,140108150
KOSDAQ150,124500,아이티센글로벌,15,과열·추격 주의,,,31150.0,26757.0,-5.16,16.42,7.4,-3.56,,,,Y,0.51,0.0,3.15,-5.6,0.1,0.2,-5.3,-561795625,14704350,17680350,-532465775
KOSPI200,096770,SK이노베이션,15,과열·추격 주의,,,140200.0,120135.0,7.97,16.7,0.66,-8.66,,,,Y,0.51,0.0,2.34,-57.0,4.1,-6.8,-151.9,-5698925700,406139250,-680198200,-15192313200
KOSDAQ150,014620,성광벤드,15,과열·추격 주의,,,33150.0,28145.83,1.93,17.78,3.55,-4.19,,,,Y,0.76,0.0,2.63,-9.6,4.9,-16.7,10.7,-955673275,489311525,-1671040050,1065750425
KOSDAQ150,064760,티씨케이,15,과열·추격 주의,,,269000.0,227915.0,-1.4,18.03,-0.38,-1.47,,,,Y,0.65,0.0,0.0,18.8,-12.2,27.7,-22.8,1880091500,-1216535250,2771534250,-2280256000
KOSPI200,128940,한미약품,15,과열·추격 주의,,,506000.0,425791.67,4.18,18.84,-0.47,-1.75,,,,Y,0.71,0.0,0.2,-29.7,61.1,-157.7,135.1,-2973271500,6107664500,-15767286500,13506124500
KOSDAQ150,036930,주성엔지니어링,15,과열·추격 주의,,,208500.0,174516.67,-2.73,19.47,3.64,-5.66,,,,Y,0.84,0.0,1.96,59.3,-30.3,-96.6,-57.1,5930469500,-3033509000,-9659151250,-5708117500
KOSDAQ150,041190,우리기술투자,15,과열·추격 주의,,,6120.0,5058.25,2.89,20.99,17.11,0.0,,,,Y,0.6,0.0,10.07,-28.3,2.2,-41.3,6.0,-2825351610,215610955,-4134846250,600940420
KOSDAQ150,403870,HPSP,15,과열·추격 주의,,,55300.0,44663.33,-2.61,23.82,3.42,-1.25,,,,Y,0.56,0.0,2.98,-1.8,28.5,4.8,24.2,-184138650,2853683550,482351800,2422178100
KOSDAQ150,031980,피에스케이홀딩스,15,과열·추격 주의,,,170000.0,127263.33,6.14,33.58,0.26,0.0,,,,Y,0.95,0.0,6.32,42.4,-43.0,24.6,-53.8,4235314600,-4300402950,2456708950,-5378995150
KOSPI200,047040,대우건설,10,과열·추격 주의,,,18480.0,17030.17,-6.98,8.51,-0.48,-7.46,,,,Y,0.56,0.0,-2.84,-253.7,-80.9,-249.9,-10.7,-25367085215,-8094646805,-24989393240,-1066883990
KOSPI200,034020,두산에너빌리티,10,과열·추격 주의,,,86500.0,78651.67,-4.56,9.98,3.25,-5.67,,,,Y,0.62,0.0,0.93,-417.6,-143.4,-980.2,-378.5,-41757025850,-14342600900,-98019722750,-37845480150
KOSDAQ150,171090,선익시스템,10,과열·추격 주의,,,70200.0,62640.0,-1.73,12.07,-0.24,-1.96,,,,Y,0.85,0.0,-1.13,-2.9,-0.8,-2.5,0.8,-293183750,-76168450,-250107550,76222450
KOSPI200,062040,산일전기,10,과열·추격 주의,,,207000.0,184435.0,-6.3,12.23,6.58,-1.9,,,,Y,0.92,0.0,-1.9,-43.1,-68.4,88.2,-20.8,-4314457500,-6840733000,8818970500,-2084970250
KOSPI200,443060,HD현대마린솔루션,10,과열·추격 주의,,,234500.0,207710.0,-1.13,12.9,-0.64,-5.06,,,,Y,1.08,0.0,-3.89,-1.8,-32.4,44.9,-61.9,-183675000,-3236164750,4490774500,-6187811750
KOSDAQ150,032820,우리기술,10,과열·추격 주의,,,13540.0,11378.5,-5.37,19.0,4.98,-7.26,,,,Y,0.73,0.0,-3.08,-118.9,-1.2,-48.2,4.1,-11893481685,-123195395,-4820355195,406898180
