universe,code,name,score,stage,strong_reason,pullback_quality,current_close,ma60,slope20_pct,distance_pct,distance_change_3d,pullback_from_high_pct,cross_date,last_cross_date,days_since_cross,held3,turnover_ratio,weekly_return_pct,today_return_pct,foreign_week_eok,institution_week_eok,foreign_recent2_eok,institution_recent2_eok,foreign_week_value,institution_week_value,foreign_recent2_value,institution_recent2_value
KOSPI200,006650,대한유화,73.7,돌파 후 눌림목,,건강한 눌림,97600.0,97195.0,-8.33,0.42,-1.57,-11.51,,2026-09-18,1,N,0.9,0.0,-0.91,-10.9,2.9,-9.8,13.2,-1090591600,293053050,-981341100,1321864700
KOSDAQ150,257720,실리콘투,73.4,돌파 후 눌림목,,추가 확인,41150.0,40927.5,11.23,0.54,-4.24,-11.03,,,,Y,0.42,0.0,-0.36,99.2,-129.0,67.1,-156.9,9924681375,-12900099125,6708615650,-15689956550
KOSDAQ150,098460,고영,73.2,신규 돌파,,,28650.0,28295.83,-5.97,1.25,5.76,-0.87,2026-09-21,2026-09-21,0,N,0.92,0.0,3.24,4.7,2.7,-98.0,-12.3,466232775,265377450,-9803884500,-1233272975
KOSPI200,036460,한국가스공사,73.2,돌파 후 눌림목,,추가 확인,35650.0,34863.33,1.81,2.26,-1.95,-3.65,,,,Y,0.83,0.0,0.0,5.6,0.6,-19.7,18.2,560270675,62405775,-1967378975,1820009000
KOSPI200,004370,농심,72.4,돌파 후 눌림목,,추가 확인,395000.0,391566.67,4.91,0.88,-1.7,-5.28,,,,Y,1.07,0.0,0.64,27.6,-18.8,14.2,-25.6,2755295250,-1875115000,1416872250,-2562324750
KOSPI200,010120,LS ELECTRIC,71.6,신규 돌파 유지,,,211000.0,201985.0,-5.46,4.46,6.37,-0.24,,2026-09-17,2,Y,0.91,0.0,1.2,42.0,7.6,541.4,30.9,4197194500,760958250,54137064750,3086655250
KOSPI200,298040,효성중공업,71.4,신규 돌파 유지,,,2918000.0,2836833.33,-7.63,2.86,5.17,-0.44,,2026-09-17,2,Y,0.99,0.0,1.04,165.5,-126.6,378.8,-182.0,16552011000,-12655989500,37883036000,-18197649000
KOSPI200,457190,이수스페셜티케미컬,71.2,신규 돌파 유지,,,64500.0,62662.5,-8.68,2.93,0.49,-5.29,,2026-09-15,4,Y,0.61,0.0,-1.38,-11.0,0.6,-14.0,6.1,-1097382450,55002050,-1395406000,614898150
KOSPI200,000810,삼성화재,70.5,돌파 후 눌림목,,추가 확인,654000.0,644383.33,0.55,1.49,-1.66,-4.66,,,,Y,0.8,0.0,-0.15,-49.5,53.3,-170.6,106.6,-4951322500,5334971000,-17059130500,10655351500
KOSPI200,004990,롯데지주,70.2,돌파 후 눌림목,,매도압력 확인,24400.0,23630.83,-1.48,3.25,-3.15,-3.17,,,,Y,1.49,0.0,-1.01,-2.5,4.1,-13.5,14.2,-247314900,413395275,-1349936775,1421839200
KOSDAQ150,033100,제룡전기,70.2,신규 돌파 유지,,,47550.0,46050.0,-4.32,3.26,3.13,-0.94,,2026-09-16,3,Y,0.83,0.0,-0.94,-2.4,1.7,11.4,-2.7,-239971750,174645600,1139331625,-272112125
KOSDAQ150,445680,큐리옥스바이오시스템즈,70.2,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,47900.0,44238.33,-13.07,8.28,1.94,-1.84,,,,Y,0.74,0.0,4.13,12.8,0.5,2.5,0.9,1275827400,45193900,251256525,91757550
KOSPI200,071320,지역난방공사,70,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,78300.0,70101.67,2.94,11.69,5.4,0.0,,,,Y,1.23,0.0,4.54,-0.8,6.9,-1.2,7.2,-75662500,688910500,-115592900,721112050
KOSDAQ150,161580,필옵틱스,70,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,32900.0,28952.5,-11.63,13.63,5.64,-7.06,,,,Y,0.63,0.0,4.44,3.9,0.0,-0.3,0.1,385283150,2417950,-34067075,11751175
KOSDAQ150,131970,두산테스나,70,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,95700.0,83191.67,-19.71,15.04,23.16,0.0,,2026-09-18,1,N,1.48,0.0,10.89,-125.0,47.9,-114.2,131.0,-12502590050,4791265000,-11421570900,13095646250
KOSDAQ150,222800,심텍,70,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,131600.0,113090.0,1.7,16.37,1.74,-1.72,,,,Y,0.53,0.0,4.53,151.2,15.6,-72.0,3.0,15117086400,1560395500,-7201720150,301061200
KOSDAQ150,101730,위메이드맥스,70,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,4910.0,4139.42,7.57,18.62,-2.49,-5.58,,,,Y,1.78,0.0,6.16,-0.1,0.1,0.7,0.1,-14484438,5296280,65803155,6918665
KOSPI200,008930,한미사이언스,70,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,50600.0,41200.0,18.74,22.82,-3.71,-12.31,,,,Y,0.56,0.0,3.48,8.3,8.6,-22.0,18.9,833164525,859565600,-2196284550,1889461650
KOSDAQ150,039030,이오테크닉스,70,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,487000.0,384250.0,-4.04,26.74,5.03,0.0,,,,Y,0.72,0.0,7.62,43.3,35.2,23.8,21.8,4330842750,3516056000,2378699250,2184093000
KOSDAQ150,036810,에프에스티,70,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,30200.0,23482.17,-5.04,28.61,16.15,0.0,,,,Y,0.92,0.0,12.06,2.2,20.5,-8.3,20.4,216688450,2047166575,-826478525,2041269900
KOSDAQ150,125490,한라캐스트,70,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,12530.0,9433.83,-3.49,32.82,15.3,0.0,,,,Y,2.36,0.0,5.03,-8.8,9.6,-12.4,9.1,-875480165,956066760,-1240610500,907429260
KOSDAQ150,204270,제이앤티씨,70,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,25300.0,17679.17,4.83,43.11,17.12,0.0,,,,Y,1.52,0.0,6.75,39.8,-15.2,22.8,-14.9,3981387175,-1516478675,2279451625,-1486801175
KOSDAQ150,036540,SFA반도체,70,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,10610.0,5891.17,-1.68,80.1,24.31,0.0,,,,Y,2.64,0.0,18.02,179.7,-15.1,212.9,25.1,17968495040,-1513279135,21287244315,2511520040
KOSDAQ150,087010,펩트론,69.1,신규 돌파,,,159700.0,158173.33,-14.3,0.97,9.59,0.0,2026-09-21,2026-09-21,0,N,0.82,0.0,2.44,-11.1,0.5,-5.6,7.9,-1109197300,45849200,-563180350,792270800
KOSPI200,005420,코스모화학,68.6,돌파 후 눌림목,,건강한 눌림,10310.0,10095.17,-5.22,2.13,-0.97,-6.61,,,,Y,0.75,0.0,-1.06,-0.8,0.3,-1.1,1.6,-76140380,32759090,-112968310,157847850
KOSDAQ150,166090,하나머티리얼즈,68.5,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,57400.0,54406.67,-7.05,5.5,8.86,0.0,,2026-09-18,1,N,0.66,0.0,3.61,-6.7,-1.2,-20.4,23.5,-668648350,-116225750,-2035966450,2347638450
KOSPI200,079550,LIG디펜스앤에어로스페이스,68.4,신규 돌파,,,733000.0,724416.67,-5.08,1.18,9.45,-0.54,,2026-09-18,1,N,1.11,0.0,-0.54,-369.3,183.2,-159.4,282.3,-36934190500,18319416000,-15938851000,28234780500
KOSPI200,282330,BGF리테일,68.4,돌파 후 눌림목,,추가 확인,139800.0,134590.0,5.68,3.87,-1.65,-5.92,,,,Y,1.02,0.0,1.6,0.4,2.8,-4.4,2.6,43515300,280126000,-441366450,256170050
KOSPI200,073240,금호타이어,67.8,돌파 후 눌림목,,매도압력 확인,6830.0,6779.75,13.98,0.74,-5.25,-11.07,,,,Y,0.46,0.0,-2.98,-22.5,-5.6,-15.0,-4.6,-2247961960,-561412030,-1504536760,-457362300
