period_type,direction,rank,universe,code,name,start_date,end_date,start_open,end_close,return_pct
weekly,down,11,KOSPI200,000210,DL,2026-09-21,2026-09-23,54500.0,50800.0,-6.788990825688068
weekly,down,12,KOSPI200,003030,세아제강지주,2026-09-21,2026-09-23,109300.0,102000.0,-6.678865507776766
weekly,down,13,KOSPI200,375500,DL이앤씨,2026-09-21,2026-09-23,86900.0,81100.0,-6.674338319907935
weekly,down,14,KOSPI200,082740,한화엔진,2026-09-21,2026-09-23,51200.0,48100.0,-6.0546875
weekly,down,15,KOSPI200,064350,현대로템,2026-09-21,2026-09-23,124000.0,116700.0,-5.887096774193545
weekly,up,1,KOSDAQ150,042000,카페24,2026-09-21,2026-09-23,14900.0,17800.0,19.463087248322154
weekly,up,2,KOSDAQ150,232140,와이씨,2026-09-21,2026-09-23,12020.0,14270.0,18.71880199667222
weekly,up,3,KOSDAQ150,131290,티에스이,2026-09-21,2026-09-23,243500.0,289000.0,18.685831622176586
weekly,up,4,KOSDAQ150,067310,하나마이크론,2026-09-21,2026-09-23,39000.0,46200.0,18.461538461538463
weekly,up,5,KOSDAQ150,084370,유진테크,2026-09-21,2026-09-23,136700.0,161800.0,18.361375274323333
weekly,up,6,KOSDAQ150,222800,심텍,2026-09-21,2026-09-23,126300.0,149400.0,18.289786223277904
weekly,up,7,KOSDAQ150,095610,테스,2026-09-21,2026-09-23,138100.0,161900.0,17.23388848660392
weekly,up,8,KOSDAQ150,036540,SFA반도체,2026-09-21,2026-09-23,9050.0,10570.0,16.795580110497244
weekly,up,9,KOSDAQ150,089970,브이엠,2026-09-21,2026-09-23,54900.0,62800.0,14.389799635701284
weekly,up,10,KOSDAQ150,036810,에프에스티,2026-09-21,2026-09-23,27350.0,31250.0,14.25959780621573
weekly,up,11,KOSDAQ150,005290,동진쎄미켐,2026-09-21,2026-09-23,41450.0,46850.0,13.027744270205076
weekly,up,12,KOSDAQ150,095340,ISC,2026-09-21,2026-09-23,188500.0,212500.0,12.732095490716189
weekly,up,13,KOSDAQ150,420770,기가비스,2026-09-21,2026-09-23,111100.0,123100.0,10.801080108010797
weekly,up,14,KOSDAQ150,253590,네오셈,2026-09-21,2026-09-23,12340.0,13640.0,10.534846029173428
weekly,up,15,KOSDAQ150,214430,아이쓰리시스템,2026-09-21,2026-09-23,62300.0,68600.0,10.1123595505618
weekly,down,1,KOSDAQ150,145020,휴젤,2026-09-21,2026-09-23,212500.0,186800.0,-12.094117647058821
weekly,down,2,KOSDAQ150,087010,펩트론,2026-09-21,2026-09-23,160100.0,145200.0,-9.30668332292317
weekly,down,3,KOSDAQ150,226950,올릭스,2026-09-21,2026-09-23,111700.0,102300.0,-8.41539838854073
weekly,down,4,KOSDAQ150,298380,에이비엘바이오,2026-09-21,2026-09-23,55300.0,50700.0,-8.318264014466548
weekly,down,5,KOSDAQ150,319400,현대무벡스,2026-09-21,2026-09-23,22950.0,21100.0,-8.061002178649234
weekly,down,6,KOSDAQ150,218410,RFHIC,2026-09-21,2026-09-23,63800.0,58800.0,-7.836990595611281
weekly,down,7,KOSDAQ150,032820,우리기술,2026-09-21,2026-09-23,14070.0,12980.0,-7.746979388770436
weekly,down,8,KOSDAQ150,083650,비에이치아이,2026-09-21,2026-09-23,64700.0,60500.0,-6.4914992272024685
weekly,down,9,KOSDAQ150,475830,오름테라퓨틱,2026-09-21,2026-09-23,26450.0,24800.0,-6.238185255198491
weekly,down,10,KOSDAQ150,257720,실리콘투,2026-09-21,2026-09-23,41250.0,38900.0,-5.696969696969701
weekly,down,11,KOSDAQ150,178320,서진시스템,2026-09-21,2026-09-23,33950.0,32050.0,-5.596465390279826
weekly,down,12,KOSDAQ150,358570,지아이이노베이션,2026-09-21,2026-09-23,9400.0,8890.0,-5.425531914893622
weekly,down,13,KOSDAQ150,018290,브이티,2026-09-21,2026-09-23,11750.0,11160.0,-5.021276595744684
weekly,down,14,KOSDAQ150,101730,위메이드맥스,2026-09-21,2026-09-23,4850.0,4615.0,-4.845360824742273
weekly,down,15,KOSDAQ150,009520,포스코엠텍,2026-09-21,2026-09-23,12830.0,12220.0,-4.754481683554168
recent2,up,1,KOSPI200,014680,한솔케미칼,2026-09-22,2026-09-23,220500.0,238000.0,7.9365079365079305
recent2,up,2,KOSPI200,096770,SK이노베이션,2026-09-22,2026-09-23,137800.0,148700.0,7.9100145137880995
recent2,up,3,KOSPI200,003490,대한항공,2026-09-22,2026-09-23,29250.0,31500.0,7.692307692307687
recent2,up,4,KOSPI200,361610,SK아이이테크놀로지,2026-09-22,2026-09-23,16000.0,17190.0,7.437500000000008
recent2,up,5,KOSPI200,010060,OCI홀딩스,2026-09-22,2026-09-23,193700.0,206500.0,6.608156943727406
recent2,up,6,KOSPI200,010060,OCI,2026-09-22,2026-09-23,193700.0,206500.0,6.608156943727406
recent2,up,7,KOSPI200,010950,S-Oil,2026-09-22,2026-09-23,147400.0,156500.0,6.173677069199468
recent2,up,8,KOSPI200,009830,한화솔루션,2026-09-22,2026-09-23,27800.0,29400.0,5.755395683453246
recent2,up,9,KOSPI200,007660,이수페타시스,2026-09-22,2026-09-23,114800.0,119200.0,3.832752613240409
recent2,up,10,KOSPI200,008930,한미사이언스,2026-09-22,2026-09-23,50900.0,52500.0,3.143418467583503
recent2,up,11,KOSPI200,034730,SK,2026-09-22,2026-09-23,590000.0,607000.0,2.8813559322034
recent2,up,12,KOSPI200,307950,현대오토에버,2026-09-22,2026-09-23,370000.0,380500.0,2.837837837837842
recent2,up,13,KOSPI200,001440,대한전선,2026-09-22,2026-09-23,30500.0,31350.0,2.786885245901649
recent2,up,14,KOSPI200,128940,한미약품,2026-09-22,2026-09-23,505000.0,519000.0,2.7722772277227747
recent2,up,15,KOSPI200,000150,두산,2026-09-22,2026-09-23,1475000.0,1515000.0,2.7118644067796627
recent2,down,1,KOSPI200,004020,현대제철,2026-09-22,2026-09-23,35500.0,32000.0,-9.859154929577462
recent2,down,2,KOSPI200,003030,세아제강지주,2026-09-22,2026-09-23,109900.0,102000.0,-7.188353048225659
recent2,down,3,KOSPI200,120110,코오롱인더,2026-09-22,2026-09-23,58100.0,54400.0,-6.36833046471601
recent2,down,4,KOSPI200,000720,현대건설,2026-09-22,2026-09-23,130600.0,122300.0,-6.355283307810112
recent2,down,5,KOSPI200,375500,DL이앤씨,2026-09-22,2026-09-23,86600.0,81100.0,-6.351039260969982
recent2,down,6,KOSPI200,006650,대한유화,2026-09-22,2026-09-23,97300.0,91400.0,-6.063720452209664
recent2,down,7,KOSPI200,047040,대우건설,2026-09-22,2026-09-23,18830.0,17700.0,-6.001062134891133
recent2,down,8,KOSPI200,267270,HD건설기계,2026-09-22,2026-09-23,139100.0,130900.0,-5.895039539899349
recent2,down,9,KOSPI200,028050,삼성E&A,2026-09-22,2026-09-23,52600.0,49600.0,-5.703422053231943
recent2,down,10,KOSPI200,011170,롯데케미칼,2026-09-22,2026-09-23,64100.0,60800.0,-5.148205928237126
recent2,down,11,KOSPI200,023530,롯데쇼핑,2026-09-22,2026-09-23,110200.0,104700.0,-4.9909255898366585
recent2,down,12,KOSPI200,034020,두산에너빌리티,2026-09-22,2026-09-23,87000.0,82700.0,-4.9425287356321785
recent2,down,13,KOSPI200,073240,금호타이어,2026-09-22,2026-09-23,6880.0,6540.0,-4.941860465116276
recent2,down,14,KOSPI200,082740,한화엔진,2026-09-22,2026-09-23,50500.0,48100.0,-4.752475247524757
recent2,down,15,KOSPI200,028670,팬오션,2026-09-22,2026-09-23,5870.0,5610.0,-4.429301533219765
recent2,up,1,KOSDAQ150,042000,카페24,2026-09-22,2026-09-23,15270.0,17800.0,16.56843483955468
recent2,up,2,KOSDAQ150,084370,유진테크,2026-09-22,2026-09-23,144900.0,161800.0,11.663216011042099
recent2,up,3,KOSDAQ150,089970,브이엠,2026-09-22,2026-09-23,57900.0,62800.0,8.462867012089802
recent2,up,4,KOSDAQ150,005290,동진쎄미켐,2026-09-22,2026-09-23,43400.0,46850.0,7.949308755760365
recent2,up,5,KOSDAQ150,222800,심텍,2026-09-22,2026-09-23,138600.0,149400.0,7.792207792207795
recent2,up,6,KOSDAQ150,295310,에이치브이엠,2026-09-22,2026-09-23,59500.0,64100.0,7.731092436974785
recent2,up,7,KOSDAQ150,095610,테스,2026-09-22,2026-09-23,151200.0,161900.0,7.076719576719581
recent2,up,8,KOSDAQ150,053800,안랩,2026-09-22,2026-09-23,68900.0,73600.0,6.82148040638606
recent2,up,9,KOSDAQ150,420770,기가비스,2026-09-22,2026-09-23,115300.0,123100.0,6.764960971379019
recent2,up,10,KOSDAQ150,100790,미래에셋벤처투자,2026-09-22,2026-09-23,16980.0,17850.0,5.123674911660769
recent2,up,11,KOSDAQ150,131290,티에스이,2026-09-22,2026-09-23,275000.0,289000.0,5.0909090909091015
recent2,up,12,KOSDAQ150,058470,리노공업,2026-09-22,2026-09-23,71300.0,74600.0,4.628330995792429
recent2,up,13,KOSDAQ150,140860,파크시스템스,2026-09-22,2026-09-23,255000.0,265000.0,3.9215686274509887
recent2,up,14,KOSDAQ150,064760,티씨케이,2026-09-22,2026-09-23,272500.0,283000.0,3.8532110091743066
recent2,up,15,KOSDAQ150,030530,원익홀딩스,2026-09-22,2026-09-23,27100.0,28000.0,3.3210332103321027
recent2,down,1,KOSDAQ150,145020,휴젤,2026-09-22,2026-09-23,205000.0,186800.0,-8.878048780487802
recent2,down,2,KOSDAQ150,475830,오름테라퓨틱,2026-09-22,2026-09-23,27100.0,24800.0,-8.487084870848705
recent2,down,3,KOSDAQ150,087010,펩트론,2026-09-22,2026-09-23,158600.0,145200.0,-8.448928121059273
recent2,down,4,KOSDAQ150,056080,유진로봇,2026-09-22,2026-09-23,12970.0,12090.0,-6.784888203546647
recent2,down,5,KOSDAQ150,437730,삼현,2026-09-22,2026-09-23,54900.0,51700.0,-5.828779599271405
recent2,down,6,KOSDAQ150,257720,실리콘투,2026-09-22,2026-09-23,41200.0,38900.0,-5.582524271844658
recent2,down,7,KOSDAQ150,082920,비츠로셀,2026-09-22,2026-09-23,29650.0,28100.0,-5.227655986509272
recent2,down,8,KOSDAQ150,014620,성광벤드,2026-09-22,2026-09-23,32750.0,31050.0,-5.190839694656491
recent2,down,9,KOSDAQ150,031980,피에스케이,2026-09-22,2026-09-23,172000.0,163200.0,-5.116279069767438
recent2,down,10,KOSDAQ150,031980,피에스케이홀딩스,2026-09-22,2026-09-23,172000.0,163200.0,-5.116279069767438
recent2,down,11,KOSDAQ150,090710,휴림로봇,2026-09-22,2026-09-23,6580.0,6250.0,-5.015197568389063
recent2,down,12,KOSDAQ150,298380,에이비엘바이오,2026-09-22,2026-09-23,53300.0,50700.0,-4.878048780487809
recent2,down,13,KOSDAQ150,310210,보로노이,2026-09-22,2026-09-23,153000.0,145700.0,-4.771241830065365
recent2,down,14,KOSDAQ150,032820,우리기술,2026-09-22,2026-09-23,13630.0,12980.0,-4.7688921496698455
recent2,down,15,KOSDAQ150,204270,제이앤티씨,2026-09-22,2026-09-23,25200.0,24000.0,-4.761904761904767
recent3,up,1,KOSPI200,007660,이수페타시스,2026-09-21,2026-09-23,105000.0,119200.0,13.523809523809515
recent3,up,2,KOSPI200,014680,한솔케미칼,2026-09-21,2026-09-23,214000.0,238000.0,11.214953271028039
recent3,up,3,KOSPI200,034730,SK,2026-09-21,2026-09-23,557000.0,607000.0,8.976660682226223
recent3,up,4,KOSPI200,402340,SK스퀘어,2026-09-21,2026-09-23,1087000.0,1181000.0,8.647654093836255
recent3,up,5,KOSPI200,005930,삼성전자,2026-09-21,2026-09-23,264000.0,286500.0,8.52272727272727
recent3,up,6,KOSPI200,008930,한미사이언스,2026-09-21,2026-09-23,48550.0,52500.0,8.135942327497435
recent3,up,7,KOSPI200,003490,대한항공,2026-09-21,2026-09-23,29150.0,31500.0,8.06174957118353
recent3,up,8,KOSPI200,016360,삼성증권,2026-09-21,2026-09-23,85600.0,91300.0,6.658878504672905
recent3,up,9,KOSPI200,361610,SK아이이테크놀로지,2026-09-21,2026-09-23,16130.0,17190.0,6.571605703657779
recent3,up,10,KOSPI200,066570,LG전자,2026-09-21,2026-09-23,199600.0,210500.0,5.460921843687383
recent3,up,11,KOSPI200,000990,DB하이텍,2026-09-21,2026-09-23,125200.0,131700.0,5.191693290734833
recent3,up,12,KOSPI200,009150,삼성전기,2026-09-21,2026-09-23,1432000.0,1501000.0,4.8184357541899425
recent3,up,13,KOSPI200,010950,S-Oil,2026-09-21,2026-09-23,149700.0,156500.0,4.542418169672668
recent3,up,14,KOSPI200,096770,SK이노베이션,2026-09-21,2026-09-23,142400.0,148700.0,4.424157303370779
recent3,up,15,KOSPI200,028260,삼성물산,2026-09-21,2026-09-23,353000.0,368500.0,4.39093484419264
recent3,down,1,KOSPI200,272210,한화시스템,2026-09-21,2026-09-23,82900.0,74400.0,-10.253317249698435
recent3,down,2,KOSPI200,004020,현대제철,2026-09-21,2026-09-23,35650.0,32000.0,-10.238429172510521
recent3,down,3,KOSPI200,000670,영풍,2026-09-21,2026-09-23,47600.0,43200.0,-9.243697478991598
recent3,down,4,KOSPI200,079550,LIG디펜스앤에어로스페이스,2026-09-21,2026-09-23,765000.0,699000.0,-8.62745098039216
recent3,down,5,KOSPI200,006650,대한유화,2026-09-21,2026-09-23,100000.0,91400.0,-8.599999999999996
recent3,down,6,KOSPI200,267270,HD건설기계,2026-09-21,2026-09-23,141900.0,130900.0,-7.751937984496127
recent3,down,7,KOSPI200,073240,금호타이어,2026-09-21,2026-09-23,7080.0,6540.0,-7.6271186440677985
recent3,down,8,KOSPI200,023530,롯데쇼핑,2026-09-21,2026-09-23,113300.0,104700.0,-7.590467784642541
recent3,down,9,KOSPI200,012450,한화에어로스페이스,2026-09-21,2026-09-23,1112000.0,1031000.0,-7.284172661870503
recent3,down,10,KOSPI200,047040,대우건설,2026-09-21,2026-09-23,19050.0,17700.0,-7.0866141732283445
recent3,down,11,KOSPI200,000210,DL,2026-09-21,2026-09-23,54500.0,50800.0,-6.788990825688068
recent3,down,12,KOSPI200,003030,세아제강지주,2026-09-21,2026-09-23,109300.0,102000.0,-6.678865507776766
recent3,down,13,KOSPI200,375500,DL이앤씨,2026-09-21,2026-09-23,86900.0,81100.0,-6.674338319907935
recent3,down,14,KOSPI200,082740,한화엔진,2026-09-21,2026-09-23,51200.0,48100.0,-6.0546875
recent3,down,15,KOSPI200,064350,현대로템,2026-09-21,2026-09-23,124000.0,116700.0,-5.887096774193545
recent3,up,1,KOSDAQ150,042000,카페24,2026-09-21,2026-09-23,14900.0,17800.0,19.463087248322154
recent3,up,2,KOSDAQ150,232140,와이씨,2026-09-21,2026-09-23,12020.0,14270.0,18.71880199667222
recent3,up,3,KOSDAQ150,131290,티에스이,2026-09-21,2026-09-23,243500.0,289000.0,18.685831622176586
recent3,up,4,KOSDAQ150,067310,하나마이크론,2026-09-21,2026-09-23,39000.0,46200.0,18.461538461538463
recent3,up,5,KOSDAQ150,084370,유진테크,2026-09-21,2026-09-23,136700.0,161800.0,18.361375274323333
recent3,up,6,KOSDAQ150,222800,심텍,2026-09-21,2026-09-23,126300.0,149400.0,18.289786223277904
recent3,up,7,KOSDAQ150,095610,테스,2026-09-21,2026-09-23,138100.0,161900.0,17.23388848660392
recent3,up,8,KOSDAQ150,036540,SFA반도체,2026-09-21,2026-09-23,9050.0,10570.0,16.795580110497244
recent3,up,9,KOSDAQ150,089970,브이엠,2026-09-21,2026-09-23,54900.0,62800.0,14.389799635701284
recent3,up,10,KOSDAQ150,036810,에프에스티,2026-09-21,2026-09-23,27350.0,31250.0,14.25959780621573
recent3,up,11,KOSDAQ150,005290,동진쎄미켐,2026-09-21,2026-09-23,41450.0,46850.0,13.027744270205076
recent3,up,12,KOSDAQ150,095340,ISC,2026-09-21,2026-09-23,188500.0,212500.0,12.732095490716189
recent3,up,13,KOSDAQ150,420770,기가비스,2026-09-21,2026-09-23,111100.0,123100.0,10.801080108010797
recent3,up,14,KOSDAQ150,253590,네오셈,2026-09-21,2026-09-23,12340.0,13640.0,10.534846029173428
recent3,up,15,KOSDAQ150,214430,아이쓰리시스템,2026-09-21,2026-09-23,62300.0,68600.0,10.1123595505618
recent3,down,1,KOSDAQ150,145020,휴젤,2026-09-21,2026-09-23,212500.0,186800.0,-12.094117647058821
recent3,down,2,KOSDAQ150,087010,펩트론,2026-09-21,2026-09-23,160100.0,145200.0,-9.30668332292317
recent3,down,3,KOSDAQ150,226950,올릭스,2026-09-21,2026-09-23,111700.0,102300.0,-8.41539838854073
recent3,down,4,KOSDAQ150,298380,에이비엘바이오,2026-09-21,2026-09-23,55300.0,50700.0,-8.318264014466548
recent3,down,5,KOSDAQ150,319400,현대무벡스,2026-09-21,2026-09-23,22950.0,21100.0,-8.061002178649234
recent3,down,6,KOSDAQ150,218410,RFHIC,2026-09-21,2026-09-23,63800.0,58800.0,-7.836990595611281
recent3,down,7,KOSDAQ150,032820,우리기술,2026-09-21,2026-09-23,14070.0,12980.0,-7.746979388770436
recent3,down,8,KOSDAQ150,083650,비에이치아이,2026-09-21,2026-09-23,64700.0,60500.0,-6.4914992272024685
recent3,down,9,KOSDAQ150,475830,오름테라퓨틱,2026-09-21,2026-09-23,26450.0,24800.0,-6.238185255198491
recent3,down,10,KOSDAQ150,257720,실리콘투,2026-09-21,2026-09-23,41250.0,38900.0,-5.696969696969701
recent3,down,11,KOSDAQ150,178320,서진시스템,2026-09-21,2026-09-23,33950.0,32050.0,-5.596465390279826
recent3,down,12,KOSDAQ150,358570,지아이이노베이션,2026-09-21,2026-09-23,9400.0,8890.0,-5.425531914893622
recent3,down,13,KOSDAQ150,018290,브이티,2026-09-21,2026-09-23,11750.0,11160.0,-5.021276595744684
recent3,down,14,KOSDAQ150,101730,위메이드맥스,2026-09-21,2026-09-23,4850.0,4615.0,-4.845360824742273
recent3,down,15,KOSDAQ150,009520,포스코엠텍,2026-09-21,2026-09-23,12830.0,12220.0,-4.754481683554168
