period_type,universe,investor,code,name,sell_volume,buy_volume,net_volume,sell_value,buy_value,net_value,source
daily,KOSPI200,foreign,105560,KB금융,,,-127989,,,-22285894000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,foreign,267270,HD건설기계,,,-169127,,,-22212992000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,foreign,086790,하나금융지주,,,-155260,,,-20686283000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,foreign,010140,삼성중공업,,,-913029,,,-18549102000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,foreign,000270,기아,,,-155085,,,-18107002000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,foreign,272210,한화시스템,,,-224189,,,-16733250000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,foreign,003670,포스코퓨처엠,,,-86321,,,-15490646000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,foreign,064400,LG씨엔에스,,,-210376,,,-14719008000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,foreign,267260,HD현대일렉트릭,,,-18194,,,-12868903000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,foreign,004020,현대제철,,,-372816,,,-12219245000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,foreign,052690,한전기술,,,-82360,,,-10900345000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,foreign,015760,한국전력,,,-341994,,,-10411632000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,005930,삼성전자,,,1346883,,,382751487000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,000660,SK하이닉스,,,122948,,,230038470000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,402340,SK스퀘어,,,61115,,,71761873000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,009150,삼성전기,,,30596,,,46191433000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,096770,SK이노베이션,,,151614,,,22613044000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,034730,SK,,,33137,,,20020523000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,003490,대한항공,,,563187,,,17757259000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,009830,한화솔루션,,,562984,,,16414949000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,105560,KB금융,,,92288,,,16131638000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,007660,이수페타시스,,,135018,,,15977038000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,000150,두산,,,8889,,,13301202000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,010060,OCI홀딩스,,,52797,,,10800498000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,128940,한미약품,,,20448,,,10750570000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,086790,하나금융지주,,,62530,,,8361372000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,035420,NAVER,,,-399470,,,-78406325000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,034020,두산에너빌리티,,,-869702,,,-71337507000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,000720,현대건설,,,-373794,,,-45676604000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,006400,삼성SDI,,,-86459,,,-44871500000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,047040,대우건설,,,-1583357,,,-27852664000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,005380,현대차,,,-74462,,,-26261366000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,329180,HD현대중공업,,,-56056,,,-24720177000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,003230,삼양식품,,,-19019,,,-23071185000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,015760,한국전력,,,-654182,,,-19821748000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,000270,기아,,,-124980,,,-14393963000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,005490,POSCO홀딩스,,,-45953,,,-14306649000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,042660,한화오션,,,-167262,,,-13353685000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,078930,GS,,,-115282,,,-12605231000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,010120,LS ELECTRIC,,,-56270,,,-11541557000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,086280,현대글로비스,,,-54479,,,-10729818000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,033780,KT&G,,,-60671,,,-10609254000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,079550,LIG디펜스앤에어로스페이스,,,-15211,,,-10507180000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,010140,삼성중공업,,,-496003,,,-10023657000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSPI200,institution,017670,SK텔레콤,,,-114361,,,-9927325000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,036930,주성엔지니어링,,,127877,,,26499999000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,095610,테스,,,100042,,,15783596000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,036540,SFA반도체,,,1373079,,,14293347000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,247540,에코프로비엠,,,101212,,,10728073000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,403870,HPSP,,,145230,,,8047830000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,298380,에이비엘바이오,,,152471,,,7660066000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,222800,심텍,,,45397,,,6742232000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,030530,원익홀딩스,,,235140,,,6448683000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,005290,동진쎄미켐,,,102157,,,4536353000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,196170,알테오젠,,,16583,,,4161631000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,080220,제주반도체,,,49775,,,3835691000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,257720,실리콘투,,,96813,,,3778112000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,087010,펩트론,,,21223,,,3094114000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,031980,피에스케이홀딩스,,,17356,,,2790403000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,089030,테크윙,,,55445,,,2739744000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,347850,디앤디파마텍,,,59677,,,2655328000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,183300,코미코,,,80848,,,2538540000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,226950,올릭스,,,22613,,,2319586000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,058470,리노공업,,,-749289,,,-55318239000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,240810,원익IPS,,,-159317,,,-21152003000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,108490,로보티즈,,,-36936,,,-11163284000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,083650,비에이치아이,,,-182084,,,-11099475000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,089970,브이엠,,,-178076,,,-11019145000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,277810,레인보우로보틱스,,,-15965,,,-6973705000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,319400,현대무벡스,,,-219778,,,-4647857000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,028300,HLB,,,-138779,,,-4271244000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,204270,제이앤티씨,,,-163431,,,-3971616000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,131970,두산테스나,,,-38336,,,-3580191000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,095340,ISC,,,-16855,,,-3557911000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,058610,에스피지,,,-33202,,,-3429115000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,064760,티씨케이,,,-11176,,,-3215531000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,090710,휴림로봇,,,-429398,,,-2744523000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,218410,RFHIC,,,-44113,,,-2601472000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,232140,와이씨,,,-152537,,,-2192432000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,foreign,437730,삼현,,,-37894,,,-2088551000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,089970,브이엠,,,194697,,,12068672000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,058470,리노공업,,,142042,,,10559783000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,036930,주성엔지니어링,,,46375,,,9728506000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,084370,유진테크,,,50873,,,8220997000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,064760,티씨케이,,,19086,,,5458991000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,295310,에이치브이엠,,,74029,,,4652501000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,095340,ISC,,,21636,,,4559871000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,140860,파크시스템스,,,12906,,,3419354000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,005290,동진쎄미켐,,,66900,,,3075354000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,403870,HPSP,,,49660,,,2765821000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,058610,에스피지,,,26608,,,2701807000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,053800,안랩,,,23769,,,1765370000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,420770,기가비스,,,12075,,,1479967000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,036540,SFA반도체,,,-1103054,,,-11466525000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,257720,실리콘투,,,-234005,,,-9145413000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,247540,에코프로비엠,,,-70427,,,-7387977000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,298380,에이비엘바이오,,,-134267,,,-6764505000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,083650,비에이치아이,,,-109967,,,-6609669000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,222800,심텍,,,-33618,,,-4920231000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,226950,올릭스,,,-44898,,,-4596736000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,108490,로보티즈,,,-14759,,,-4388216000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,031980,피에스케이홀딩스,,,-23519,,,-3781636000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,196170,알테오젠,,,-14818,,,-3717441000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,086520,에코프로,,,-38754,,,-3075281000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,067310,하나마이크론,,,-65483,,,-2976934000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,041510,에스엠,,,-29690,,,-2449886000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,241710,코스메카코리아,,,-18249,,,-2303004000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,089030,테크윙,,,-43507,,,-2137421000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,032820,우리기술,,,-164472,,,-2134442000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,014620,성광벤드,,,-66772,,,-2052324000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,131970,두산테스나,,,-20635,,,-1902246000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,131290,티에스이,,,-6432,,,-1823058000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,141080,리가켐바이오,,,-20144,,,-1619573000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,122870,와이지엔터테인먼트,,,-37339,,,-1606232000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,078600,대주전자재료,,,-18147,,,-1563603000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,240810,원익IPS,,,-9567,,,-1430002000,Daum finance investor_purchase (2026-09-23~2026-09-23)
daily,KOSDAQ150,institution,232140,와이씨,,,-97192,,,-1388593000,Daum finance investor_purchase (2026-09-23~2026-09-23)
weekly,KOSPI200,foreign,005930,삼성전자,,,5490611,,,1612187572000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,402340,SK스퀘어,,,343991,,,381056276000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,009150,삼성전기,,,58725,,,97678811000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,010120,LS ELECTRIC,,,365768,,,77055823000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,298040,효성중공업,,,23504,,,68716097000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,003490,대한항공,,,2146386,,,66564933000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,042700,한미반도체,,,250784,,,59785736000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,096770,SK이노베이션,,,364132,,,53041758000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,066570,LG전자,,,231841,,,51556500000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,078930,GS,,,420560,,,46312285000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,010950,S-Oil,,,230629,,,35410476000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,017670,SK텔레콤,,,371568,,,32582060000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,161890,한국콜마,,,181748,,,26656122000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,016360,삼성증권,,,267125,,,24069139000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,278470,에이피알,,,65639,,,23920987000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,033780,KT&G,,,106037,,,18544874000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,018260,삼성에스디에스,,,79141,,,17617663000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,004170,신세계,,,48270,,,17328583000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,000660,SK하이닉스,,,-1185035,,,-2144983251000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,251270,넷마블,,,-11118874,,,-372855804000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,034020,두산에너빌리티,,,-3212927,,,-269904464000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,000150,두산,,,-144593,,,-208587806000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,005380,현대차,,,-377163,,,-135686850000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,035420,NAVER,,,-532822,,,-104845204000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,047040,대우건설,,,-5598462,,,-100441396000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,012450,한화에어로스페이스,,,-82554,,,-87319241000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,006400,삼성SDI,,,-139883,,,-75628600000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,105560,KB금융,,,-416297,,,-72885080000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,055550,신한지주,,,-587566,,,-65597926000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,086790,하나금융지주,,,-481296,,,-64874294000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,000720,현대건설,,,-462059,,,-58521440000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,028050,삼성E&A,,,-1155988,,,-57571847000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,272210,한화시스템,,,-708641,,,-55407810000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,042660,한화오션,,,-650478,,,-52690747000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,015760,한국전력,,,-1644530,,,-50673700000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,004020,현대제철,,,-1353693,,,-46685511000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,000270,기아,,,-351337,,,-41715820000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,010140,삼성중공업,,,-2028522,,,-41157673000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,047050,포스코인터내셔널,,,-709881,,,-40744801000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,352820,하이브,,,-249402,,,-40449270000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,267260,HD현대일렉트릭,,,-53863,,,-38454584000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,003670,포스코퓨처엠,,,-205181,,,-37006232000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,012330,현대모비스,,,-96939,,,-36814161000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,005490,POSCO홀딩스,,,-108645,,,-34789116000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,007660,이수페타시스,,,-329904,,,-32140800000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,foreign,001440,대한전선,,,-1034944,,,-31314436000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,005930,삼성전자,,,8736766,,,2358143005000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,009150,삼성전기,,,306674,,,446049493000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,000660,SK하이닉스,,,166508,,,315561189000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,000150,두산,,,78118,,,114027489000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,402340,SK스퀘어,,,86028,,,102396204000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,105560,KB금융,,,458298,,,80968384000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,066570,LG전자,,,344040,,,73052766000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,003490,대한항공,,,2133067,,,65599467000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,028050,삼성E&A,,,1092496,,,57180095000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,034730,SK,,,95538,,,55901389000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,055550,신한지주,,,489990,,,55214960000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,128940,한미약품,,,104912,,,54494919000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,272210,한화시스템,,,674541,,,52319949000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,086790,하나금융지주,,,334258,,,45439146000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,316140,우리금융지주,,,967393,,,35018932000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,090430,아모레퍼시픽,,,223361,,,32218352000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,047050,포스코인터내셔널,,,509715,,,29910974000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,035420,NAVER,,,-949206,,,-186762801000,Daum finance investor_purchase (2026-09-17~2026-09-23)
weekly,KOSPI200,institution,034020,두산에너빌리티,,,-1336513,,,-111187500000,Daum finance investor_purchase (2026-09-17~2026-09-23)
