period_type,universe,investor,direction,rank,code,name,net_value
recent3,KOSDAQ150,institution,sell,6,298380,에이비엘바이오,-18248206750
recent3,KOSDAQ150,institution,sell,7,086520,에코프로,-15768128300
recent3,KOSDAQ150,institution,sell,8,083650,비에이치아이,-15588147100
recent3,KOSDAQ150,institution,sell,9,196170,알테오젠,-14203989750
recent3,KOSDAQ150,institution,sell,10,031980,피에스케이홀딩스,-14108634400
recent3,KOSDAQ150,institution,sell,11,089030,테크윙,-9352956350
recent3,KOSDAQ150,institution,sell,12,347850,디앤디파마텍,-8738979175
recent3,KOSDAQ150,institution,sell,13,087010,펩트론,-8156287550
recent3,KOSDAQ150,institution,sell,14,475830,오름테라퓨틱,-7907021800
recent3,KOSDAQ150,institution,sell,15,145020,휴젤,-6056855500
