period_type,universe,investor,code,name,sell_volume,buy_volume,net_volume,sell_value,buy_value,net_value,source
weekly,KOSPI200,institution,066570,LG전자,122881,201367,78486,24653926650,40554737450,15900810800,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,055550,신한지주,216118,356616,140498,24390909400,40258689900,15867780500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,086790,하나금융지주,106831,211367,104536,14441224000,28584439600,14143215600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,090430,아모레퍼시픽,29891,126696,96805,4324065400,18392127650,14068062250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,034730,SK,27510,51588,24078,15716286500,29508591500,13792305000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,047050,포스코인터내셔널,108308,296249,187941,6255050850,17121888550,10866837700,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,316140,우리금융지주,213331,493746,280415,7754718125,17965370825,10210652700,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,028050,삼성E&A,124694,318884,194190,6434570550,16499726050,10065155500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,272210,한화시스템,416376,530914,114538,32441013600,41329839650,8888826050,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,068270,셀트리온,58031,106457,48426,10484816600,19261753950,8776937350,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,032830,삼성생명,49135,77022,27887,14275344500,22418856250,8143511750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,375500,DL이앤씨,43183,136556,93373,3677041700,11635355900,7958314200,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,005940,NH투자증권,69883,359886,290003,1821975800,9400443750,7578467950,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,128940,한미약품,7192,19208,12016,3642125500,9749790000,6107664500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,018260,삼성에스디에스,13339,38817,25478,2973007250,8693607250,5720600000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,000810,삼성화재,9680,17858,8178,6295251500,11630222500,5334971000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,011170,롯데케미칼,19303,87707,68404,1230083350,5607953950,4377870600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,000150,두산,14601,17586,2985,20978508000,25295990500,4317482500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,138040,메리츠금융지주,25354,57159,31805,3264828250,7369394100,4104565850,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,010950,S-Oil,50205,76635,26430,7691962950,11782941800,4090978850,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,483650,달바글로벌,30267,52108,21841,5543490300,9558686350,4015196050,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,051900,LG생활건강,9185,20802,11617,2736393000,6215413500,3479020500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,035720,카카오,205498,308287,102789,6822878350,10248684575,3425806225,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,016360,삼성증권,34482,73282,38800,3016230450,6411628900,3395398450,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,003550,LG,22361,52014,29653,2486884850,5792424500,3305539650,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,005830,DB손해보험,15027,31551,16524,2822727650,5935325750,3112598100,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,006260,LS,26183,35145,8962,8415532250,11291640500,2876108250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,161890,한국콜마,33251,50445,17194,4796714100,7292805750,2496091650,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,014680,한솔케미칼,4835,15637,10802,1041911500,3375923000,2334011500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,011200,HMM,72175,182677,110502,1513769775,3833646250,2319876475,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,007340,DN오토모티브,24779,71885,47106,1202627550,3512004125,2309376575,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,000100,유한양행,22869,51076,28207,1728727800,3863270700,2134542900,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,030200,KT,133529,172800,39271,7098500200,9195654850,2097154650,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,003490,대한항공,195289,266934,71645,5645284075,7718657725,2073373650,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,047810,한국항공우주,35060,48163,13103,4560902650,6272216950,1711314300,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,175330,JB금융지주,72631,127083,54452,2240760650,3926399600,1685638950,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,024110,기업은행,67297,145636,78339,1349993025,2926789625,1576796600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,267260,HD현대일렉트릭,13754,15740,1986,9875032500,11311873000,1436840500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,000720,현대건설,107764,119061,11297,13553013450,14988894950,1435881500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,032640,LG유플러스,266306,359434,93128,3855667760,5204984645,1349316885,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,004020,현대제철,102595,137346,34751,3615714250,4851581425,1235867175,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,192820,코스맥스,14147,18526,4379,3858707250,5052632000,1193924750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,180640,한진칼,13350,21694,8344,1845432100,3006052100,1160620000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,103140,풍산,11400,25935,14535,894724950,2038719650,1143994700,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,139130,iM금융지주,32386,94608,62222,586514920,1716121265,1129606345,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,361610,SK아이이테크놀로지,20652,83775,63123,334210400,1358138520,1023928120,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,009540,HD한국조선해양,35958,38813,2855,12143962500,13115248500,971286000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,018880,한온시스템,145001,414977,269976,485365250,1388992152,903626902,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,003230,삼양식품,9915,10584,669,12705632000,13590151500,884519500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,001430,세아베스틸지주,35393,54915,19522,1546032025,2406208450,860176425,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,008930,한미사이언스,8525,25659,17134,425291600,1284857200,859565600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,011790,SKC,20790,30347,9557,1827685600,2680723100,853037500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,010120,LS ELECTRIC,61396,65012,3616,12772966750,13533925000,760958250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,010130,고려아연,2169,2815,646,2434738500,3166526000,731787500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,071320,지역난방공사,500,9330,8830,38778500,727689000,688910500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,017800,현대엘리베이터,7896,17097,9201,582547150,1263472050,680924900,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,326030,SK바이오팜,10348,18758,8410,805052800,1461860500,656807700,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,012750,에스원,10183,17609,7426,853442100,1478732400,625290300,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,082740,한화엔진,65145,76789,11644,3268611150,3856491975,587880825,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,028670,팬오션,184302,284370,100068,1060655825,1640144990,579489165,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,271560,오리온,7963,12762,4799,886602200,1421732650,535130450,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,035250,강원랜드,41915,78461,36546,600131710,1123851700,523719990,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,071050,한국금융지주,32909,35687,2778,6039536350,6552578150,513041800,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,071970,HD현대마린엔진,17834,27838,10004,910852400,1422448850,511596450,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,033780,KT&G,47147,49964,2817,8180911200,8673655350,492744150,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,036570,NC,15735,18044,2309,3252009250,3738485000,486475750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,086280,현대글로비스,38813,41015,2202,7794941600,8260049600,465108000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,009240,한샘,2225,13994,11769,87376950,551227900,463850950,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,241560,두산밥캣,18477,25747,7270,1080792800,1509209900,428417100,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,029780,삼성카드,7808,17392,9584,338369175,754054600,415685425,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,004990,롯데지주,10630,27588,16958,259404700,672799975,413395275,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,003030,세아제강지주,4528,8291,3763,492904400,904095700,411191300,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,112610,씨에스윈드,44399,52325,7926,2233459125,2642165025,408705900,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,096770,SK이노베이션,196194,199114,2920,27500179750,27906319000,406139250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,000240,한국앤컴퍼니,7947,24015,16068,194868650,588676225,393807575,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,022100,포스코DX,28223,47393,19170,578518575,971814050,393295475,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,034220,LG디스플레이,102723,148287,45564,869397195,1261057990,391660795,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,088350,한화생명,361607,426603,64996,2091487525,2468879025,377391500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,280360,롯데웰푸드,5232,7681,2449,666938050,980904450,313966400,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,002790,아모레퍼시픽홀딩스,9790,21362,11572,258945675,567738350,308792675,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,006650,대한유화,8354,11325,2971,816341050,1109394100,293053050,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,282330,BGF리테일,3699,5714,2015,514228800,794354800,280126000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,454910,두산로보틱스,26810,30414,3604,1865279700,2125057150,259777450,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,285130,SK케미칼,6378,11047,4669,327048150,568170900,241122750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,111770,영원무역,5608,8806,3198,402618750,636818200,234199450,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,139480,이마트,11508,14343,2835,842024000,1050811700,208787700,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,009970,영원무역홀딩스,1451,2450,999,241962100,409863300,167901200,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,000080,하이트진로,11235,21926,10691,168769310,329744850,160975540,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,007310,오뚜기,435,904,469,137093500,285500000,148406500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,021240,코웨이,35751,36824,1073,3556522300,3689178450,132656150,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,000880,한화,14348,15347,999,1874946900,2000437500,125490600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,120110,코오롱인더,31785,33630,1845,1809345800,1916545650,107199850,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,011210,현대위아,4549,6535,1986,244695100,351845850,107150750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,026960,동서,9448,13323,3875,240249650,339613050,99363400,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,011780,금호석유화학,6594,7362,768,786053850,878254900,92201050,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,002030,아세아,224,642,418,48559500,140203500,91644000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,069260,TKG휴켐스,8085,13535,5450,130997750,219538490,88540740,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,185750,종근당,940,2300,1360,60382100,148223150,87841050,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,069620,대웅제약,2144,2887,743,232986350,314317500,81331150,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,005300,롯데칠성,941,1780,839,89028300,168895900,79867600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,300720,한일시멘트,9168,13973,4805,148281540,226159870,77878330,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,137310,에스디바이오센서,7305,20004,12699,44772985,122649460,77876475,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,081660,미스토홀딩스,18859,20559,1700,727831600,794223900,66392300,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,036460,한국가스공사,20106,21808,1702,716270900,778676675,62405775,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,457190,이수스페셜티케미컬,14402,15228,826,925689150,980691200,55002050,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,008730,율촌화학,5296,8448,3152,79005810,127427300,48421490,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,002840,미원상사,198,462,264,26599300,62528700,35929400,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,001800,오리온홀딩스,9192,10641,1449,222442850,257974650,35531800,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,034230,파라다이스,21114,24564,3450,201903390,235130270,33226880,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,005420,코스모화학,14877,18037,3160,152503120,185262210,32759090,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,003090,대웅,16159,17519,1360,256103350,277853010,21749660,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,001680,대상,11847,12730,883,210871545,226926130,16054585,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,006280,녹십자,2915,3022,107,364209100,378347350,14138250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,302440,SK바이오사이언스,14696,15015,319,522893150,535801725,12908575,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,008770,호텔신라,13570,13875,305,547033750,559517750,12484000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,001450,현대해상,47704,47813,109,2322856575,2329870750,7014175,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,007700,F&F홀딩스,1925,1640,-285,26077200,22218370,-3858830,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,014820,동원시스템즈,9133,8799,-334,193240800,186672200,-6568600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,268280,미원에스씨,292,149,-143,38547500,19592700,-18954800,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,161390,한국타이어앤테크놀로지,45581,44832,-749,2663021000,2632953850,-30067150,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,030000,제일기획,49350,46546,-2804,857386755,809392200,-47994555,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,006040,동원산업,6279,4507,-1772,223124300,160303550,-62820750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,003240,태광산업,319,183,-136,284617000,163819000,-120798000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,323410,카카오뱅크,138385,131515,-6870,2791251000,2667446650,-123804350,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,0126Z0,삼성에피스홀딩스,2975,2577,-398,974637500,844907750,-129729750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,004000,롯데정밀화학,9911,6969,-2942,441022950,310350750,-130672200,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,192080,더블유게임즈,8780,6266,-2514,511427500,365445400,-145982100,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,000210,DL,22631,18903,-3728,1179605250,992973600,-186631650,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,251270,넷마블,32237,26744,-5493,1107990175,920577625,-187412550,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,298050,HS효성첨단소재,3035,1608,-1427,491772850,262577900,-229194950,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,005850,에스엘,10503,5779,-4724,519490075,286395400,-233094675,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,051600,한전KPS,22671,16732,-5939,1049438825,778083750,-271355075,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,450080,에코프로머티,41196,32506,-8690,1416694525,1117539325,-299155200,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,377300,카카오페이,31673,24098,-7575,1271316900,971713050,-299603850,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,004170,신세계,19864,18758,-1106,7124749750,6751059250,-373690500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,000120,CJ대한통운,13321,7684,-5637,940725300,543083950,-397641350,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,017960,한국카본,37517,16247,-21270,769436150,336705375,-432730775,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,069960,현대백화점,11806,7167,-4639,1178538000,715178650,-463359350,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,073240,금호타이어,134707,53267,-81440,928735920,367323890,-561412030,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,000670,영풍,31406,18397,-13009,1389212000,813273950,-575938050,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,298020,효성티앤씨,3384,1570,-1814,1080368500,503556750,-576811750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,138930,BNK금융지주,231666,185721,-45945,3632189290,2913665945,-718523345,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,278470,에이피알,37127,34589,-2538,13536680750,12661980250,-874700500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,064400,LG씨엔에스,48134,35034,-13100,3350981750,2443728650,-907253100,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,039490,키움증권,13507,9952,-3555,3551852500,2618625750,-933226750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,002380,KCC,4713,2665,-2048,2173589000,1234808000,-938781000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,000990,DB하이텍,106664,97835,-8829,13629571582,12672695300,-956876282,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,007070,GS리테일,64420,16216,-48204,1499285350,379511450,-1119773900,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,097950,CJ제일제당,14511,7666,-6845,2538596150,1347004150,-1191592000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,051910,LG화학,59709,54642,-5067,15528854500,14240238500,-1288616000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,204320,HL만도,52846,19197,-33649,2499285600,909436150,-1589849450,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,006800,미래에셋증권,182296,126444,-55852,5783340525,4013880875,-1769459650,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,267250,HD현대,38513,29415,-9098,8049609250,6199079750,-1850529500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,001040,CJ,22520,8010,-14510,2897211050,1032307450,-1864903600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,004370,농심,7585,2831,-4754,2993425500,1118310500,-1875115000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,009420,한올바이오파마,78512,32802,-45710,3696612275,1546318750,-2150293525,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,259960,크래프톤,27279,15878,-11401,5462474950,3183898850,-2278576100,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,093370,후성,417241,250925,-166316,5811087110,3516435895,-2294651215,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,078930,GS,77720,54836,-22884,8805278600,6218051400,-2587227200,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,443060,HD현대마린솔루션,34248,20244,-14004,7970437000,4734272250,-3236164750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,064350,현대로템,82533,55264,-27269,9911295800,6647159550,-3264136250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,042700,한미반도체,78960,64545,-14415,18642089250,15272219500,-3369869750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,005490,POSCO홀딩스,60216,49220,-10996,19197309500,15723364750,-3473944750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,267270,HD건설기계,63994,37596,-26398,8751745300,5155186450,-3596558850,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,015760,한국전력,367342,244535,-122807,11302410800,7539786650,-3762624150,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,010140,삼성중공업,620274,428793,-191481,12757988525,8825934625,-3932053900,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,001440,대한전선,285255,145845,-139410,8640015550,4399905175,-4240110375,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,003670,포스코퓨처엠,91892,64756,-27136,16402471850,11555504900,-4846966950,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,307950,현대오토에버,18464,4100,-14364,6674701250,1485672250,-5189029000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,352820,하이브,71549,36404,-35145,11657923950,5958468050,-5699455900,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,207940,삼성바이오로직스,11631,7421,-4210,16238032000,10385377500,-5852654500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,052690,한전기술,96542,51054,-45488,12575231700,6670588900,-5904642800,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,011070,LG이노텍,41034,28930,-12104,21303400000,15058543000,-6244857000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,062040,산일전기,54186,20581,-33605,11046613000,4205880000,-6840733000,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,023530,롯데쇼핑,77742,13147,-64595,8558527400,1448228800,-7110298600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,009830,한화솔루션,351119,93031,-258088,9695877825,2569821575,-7126056250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,042660,한화오션,175986,81818,-94168,14435177350,6709047750,-7726129600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,047040,대우건설,874756,434452,-440304,16083760870,7989114065,-8094646805,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,000270,기아,218295,141807,-76488,26155794300,17010009650,-9145784650,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,010060,OCI홀딩스,92807,35729,-57078,18000996250,6940129650,-11060866600,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,012330,현대모비스,69886,39057,-30829,26051080500,14585936750,-11465143750,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,298040,효성중공업,9991,5642,-4349,29109890500,16453901000,-12655989500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,034020,두산에너빌리티,571337,403504,-167833,48830685200,34488084300,-14342600900,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,066970,엘앤에프,236919,83432,-153487,25337399000,8934472450,-16402926550,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,017670,SK텔레콤,309528,108581,-200947,27026871050,9498963750,-17527907300,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,329180,HD현대중공업,92434,52891,-39543,41573125000,23814804750,-17758320250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,006400,삼성SDI,116190,72663,-43527,61920510000,38745330500,-23175179500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,373220,LG에너지솔루션,162140,83367,-78773,57322568750,29469231250,-27853337500,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,005380,현대차,162399,73409,-88990,58444713000,26462392750,-31982320250,KRX MDCSTAT02401_OUT
weekly,KOSPI200,institution,035420,NAVER,336587,137892,-198695,66407441350,27224591000,-39182850350,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,067310,하나마이크론,1000798,1843410,842612,43418071225,80248316575,36830245350,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,036540,SFA반도체,3264865,4981405,1716540,34113822820,52082317860,17968495040,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,222800,심텍,70264,186651,116387,9050273150,24167359550,15117086400,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,232140,와이씨,2194195,3013999,819804,30286555500,41284897970,10998342470,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,226950,올릭스,44457,137268,92811,4878479400,14903800400,10025321000,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,257720,실리콘투,109044,351688,242644,4459568850,14384250225,9924681375,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,095610,테스,26970,92641,65671,3829948050,13448192250,9618244200,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,089030,테크윙,174153,359409,185256,8271734350,17143251525,8871517175,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,298380,에이비엘바이오,134923,251630,116707,7315122600,13654965350,6339842750,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,214450,파마리서치,8047,26852,18805,2622520000,8723872250,6101352250,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,036930,주성엔지니어링,158627,187111,28484,32685704000,38616173500,5930469500,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,437730,삼현,537093,639571,102478,30158244650,35693784300,5535539650,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,240810,원익IPS,386839,426593,39754,49190398950,54473362850,5282963900,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,108490,로보티즈,33499,47947,14448,10275351750,14709066000,4433714250,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,039030,이오테크닉스,18615,27910,9295,8831083000,13161925750,4330842750,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,031980,피에스케이홀딩스,30946,56341,25395,5157137150,9392451750,4235314600,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,204270,제이앤티씨,697398,846729,149331,17542128800,21523515975,3981387175,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,277810,레인보우로보틱스,5327,13101,7774,2326180250,5735030500,3408850250,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,141080,리가켐바이오,34944,73951,39007,2856708100,6051681800,3194973700,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,347850,디앤디파마텍,75686,139858,64172,3383118425,6244746250,2861627825,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,058610,에스피지,35930,62585,26655,3573457300,6236116450,2662659150,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,096530,씨젠,69944,130434,60490,2391657025,4460245250,2068588225,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,064760,티씨케이,16715,23780,7065,4455565000,6335656500,1880091500,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,310210,보로노이,50351,62251,11900,7661695100,9410562600,1748867500,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,005290,동진쎄미켐,62995,95847,32852,2659969000,4048982450,1389013450,KRX MDCSTAT02401_OUT
weekly,KOSDAQ150,foreign,445680,큐리옥스바이오시스템즈,12268,39181,26913,582332450,1858159850,1275827400,KRX MDCSTAT02401_OUT
