period_type,universe,investor,direction,rank,code,name,net_value
recent2,KOSDAQ150,foreign,buy,4,095610,테스,12974966200
recent2,KOSDAQ150,foreign,buy,5,240810,원익IPS,10850427400
recent2,KOSDAQ150,foreign,buy,6,226950,올릭스,10760401000
recent2,KOSDAQ150,foreign,buy,7,089030,테크윙,10102689150
recent2,KOSDAQ150,foreign,buy,8,298380,에이비엘바이오,9232806500
recent2,KOSDAQ150,foreign,buy,9,232140,와이씨,8622519855
recent2,KOSDAQ150,foreign,buy,10,257720,실리콘투,6708615650
recent2,KOSDAQ150,foreign,buy,11,108490,로보티즈,6619078000
recent2,KOSDAQ150,foreign,buy,12,277810,레인보우로보틱스,5699904000
recent2,KOSDAQ150,foreign,buy,13,058610,에스피지,4453780450
recent2,KOSDAQ150,foreign,buy,14,437730,삼현,3783971900
recent2,KOSDAQ150,foreign,buy,15,247540,에코프로비엠,3781944150
recent2,KOSDAQ150,foreign,sell,1,218410,RFHIC,-26145052950
recent2,KOSDAQ150,foreign,sell,2,028300,HLB,-22514605775
recent2,KOSDAQ150,foreign,sell,3,319400,현대무벡스,-16046872550
recent2,KOSDAQ150,foreign,sell,4,086520,에코프로,-15192486600
recent2,KOSDAQ150,foreign,sell,5,131970,두산테스나,-11421570900
recent2,KOSDAQ150,foreign,sell,6,043260,성호전자,-10471637475
recent2,KOSDAQ150,foreign,sell,7,131290,티에스이,-10327979750
recent2,KOSDAQ150,foreign,sell,8,098460,고영,-9803884500
recent2,KOSDAQ150,foreign,sell,9,145020,휴젤,-9793199500
recent2,KOSDAQ150,foreign,sell,10,036930,주성엔지니어링,-9659151250
recent2,KOSDAQ150,foreign,sell,11,417200,LS머트리얼즈,-7950648085
recent2,KOSDAQ150,foreign,sell,12,196170,알테오젠,-7660213500
recent2,KOSDAQ150,foreign,sell,13,222800,심텍,-7201720150
recent2,KOSDAQ150,foreign,sell,14,083650,비에이치아이,-6118577500
recent2,KOSDAQ150,foreign,sell,15,089970,브이엠,-5215134700
recent2,KOSDAQ150,institution,buy,1,131970,두산테스나,13095646250
recent2,KOSDAQ150,institution,buy,2,067310,하나마이크론,12321296400
recent2,KOSDAQ150,institution,buy,3,240810,원익IPS,9437980600
recent2,KOSDAQ150,institution,buy,4,218410,RFHIC,8720825100
recent2,KOSDAQ150,institution,buy,5,183300,코미코,8313577650
recent2,KOSDAQ150,institution,buy,6,095340,ISC,8237658450
recent2,KOSDAQ150,institution,buy,7,420770,기가비스,6505157400
recent2,KOSDAQ150,institution,buy,8,417200,LS머트리얼즈,4885658290
recent2,KOSDAQ150,institution,buy,9,131290,티에스이,3314343500
recent2,KOSDAQ150,institution,buy,10,121600,나노신소재,3260397850
recent2,KOSDAQ150,institution,buy,11,089970,브이엠,2993305150
recent2,KOSDAQ150,institution,buy,12,437730,삼현,2779633225
recent2,KOSDAQ150,institution,buy,13,053800,안랩,2720448150
recent2,KOSDAQ150,institution,buy,14,036540,SFA반도체,2511520040
recent2,KOSDAQ150,institution,buy,15,056190,SFA,2495386400
recent2,KOSDAQ150,institution,sell,1,108490,로보티즈,-29447355000
recent2,KOSDAQ150,institution,sell,2,086520,에코프로,-20523637100
recent2,KOSDAQ150,institution,sell,3,214450,파마리서치,-16504248500
recent2,KOSDAQ150,institution,sell,4,257720,실리콘투,-15689956550
recent2,KOSDAQ150,institution,sell,5,298380,에이비엘바이오,-11630791050
recent2,KOSDAQ150,institution,sell,6,475830,오름테라퓨틱,-8834074950
recent2,KOSDAQ150,institution,sell,7,145020,휴젤,-8705612500
recent2,KOSDAQ150,institution,sell,8,083650,비에이치아이,-8681223050
recent2,KOSDAQ150,institution,sell,9,089030,테크윙,-8368928875
recent2,KOSDAQ150,institution,sell,10,036930,주성엔지니어링,-5708117500
recent2,KOSDAQ150,institution,sell,11,031980,피에스케이홀딩스,-5378995150
recent2,KOSDAQ150,institution,sell,12,058610,에스피지,-5267843600
recent2,KOSDAQ150,institution,sell,13,247540,에코프로비엠,-4894607250
recent2,KOSDAQ150,institution,sell,14,226950,올릭스,-4721921300
recent2,KOSDAQ150,institution,sell,15,347850,디앤디파마텍,-4644097425
